WAVE,FLUX,ERR,CONT
1183.29,0.35619594,0.030741835,0.85546853
1183.39,0.32995035,0.029248265,0.86904974
1183.49,0.35870461,0.030193174,0.88266853
1183.58,0.33737307,0.029437702,0.89163669
1183.68,0.45786513,0.032947736,0.88584152
1183.78,0.43983468,0.032421354,0.88005184
1183.87,0.46270876,0.033110957,0.87383701
1183.97,0.4480445,0.032660593,0.85558762
1184.07,0.48343616,0.033922978,0.83733339
1184.16,0.46287754,0.034180051,0.81905156
1184.26,0.4368876,0.033314081,0.74843698
1184.36,0.41012499,0.032057408,0.67439867
1184.45,0.42689419,0.032578927,0.60024705
1184.55,0.45037026,0.032986378,0.62659744
1184.65,0.47380256,0.033200032,0.68932367
1184.74,0.49073502,0.033577205,0.75214572
1184.84,0.52758073,0.034629901,0.81244241
1184.94,0.57681345,0.035935911,0.87043254
1185.03,0.60527515,0.03659591,0.92821871
1185.13,0.58946288,0.036181348,0.94002514
1185.23,0.67230583,0.038175428,0.89112229
1185.33,0.66142318,0.037829009,0.84220696
1185.42,0.6655828,0.037929052,0.81589103
1185.52,0.63525049,0.037158435,0.86542869
1185.62,0.65666552,0.037711844,0.91510485
1185.71,0.62330686,0.036886792,0.96334255
1185.81,0.66531727,0.037875805,0.96289234
1185.91,0.68324199,0.038272712,0.96244302
1186,0.67144175,0.038024153,0.96199374
1186.1,0.66778752,0.037897927,0.96389304
1186.2,0.74239732,0.039615616,0.96629178
1186.29,0.60621932,0.036409429,0.96869066
1186.39,0.70822748,0.038794667,0.93649107
1186.49,0.69945629,0.038557363,0.89116807
1186.58,0.74356454,0.039510015,0.84583267
1186.68,0.75189721,0.039712388,0.83952428
1186.78,0.68866213,0.038184461,0.86881588
1186.87,0.78965111,0.040454559,0.89807816
1186.97,0.84319067,0.041596061,0.92241604
1187.07,0.75168551,0.039663038,0.93625802
1187.16,0.77141737,0.040053676,0.95010388
1187.26,0.77492358,0.040051862,0.96195201
1187.36,0.78876575,0.04042933,0.9584894
1187.46,0.67649776,0.037881736,0.95503065
1187.55,0.68543528,0.038102825,0.95157072
1187.65,0.62629016,0.036596185,0.95092447
1187.75,0.72458276,0.038925207,0.95053359
1187.84,0.6346472,0.036762522,0.95014194
1187.94,0.62692506,0.036580335,0.95147809
1188.04,0.61899573,0.036406633,0.95320425
1188.13,0.60745528,0.036139622,0.95492389
1188.23,0.65160764,0.037156354,0.95049845
1188.33,0.65904084,0.037365495,0.94221991
1188.42,0.69788778,0.038218134,0.93394939
1188.52,0.60112443,0.035855114,0.93188818
1188.62,0.63170509,0.036603879,0.93871431
1188.71,0.56020336,0.034789527,0.94555108
1188.81,0.46864932,0.032348207,0.94998638
1188.91,0.42138618,0.031006377,0.94537101
1189,0.30095738,0.027052957,0.94076036
1189.1,0.31912565,0.027749633,0.93494186
1189.2,0.1954101,0.023075963,0.91959696
1189.29,0.14511343,0.020666118,0.90422847
1189.39,0.09782467,0.018162488,0.8888753
1189.49,0.088765834,0.017730419,0.9015697
1189.58,0.042795734,0.013896062,0.91715472
1189.68,0.068604865,0.016225485,0.93270482
1189.78,0.067288299,0.016551084,0.93186117
1189.88,0.054580412,0.015517349,0.92419901
1189.97,0.091861861,0.017836564,0.91654466
1190.07,0.1047523,0.018779631,0.91245367
1190.17,0.13454063,0.020445925,0.91189271
1190.26,0.23106368,0.025095264,0.91133136
1190.36,0.26493532,0.026467034,0.91466489
1190.46,0.34038043,0.029057848,0.92704483
1190.55,0.42604227,0.031652792,0.93941233
1190.65,0.49451116,0.033663984,0.94941736
1190.75,0.4677564,0.0324728,0.93805295
1190.84,0.49535925,0.032953473,0.92667152
1190.94,0.5933339,0.035631989,0.91528708
1191.04,0.61308954,0.036825991,0.84100599
1191.13,0.6308838,0.037557388,0.76661201
1191.23,0.66734223,0.038236911,0.69229208
1191.33,0.6908692,0.038928912,0.74017525
1191.42,0.69028637,0.038844857,0.81896825
1191.52,0.55079562,0.03430492,0.89768228
1191.62,0.60768876,0.035704926,0.93375582
1191.71,0.46407928,0.031957973,0.94059289
1191.81,0.43464341,0.031042165,0.94744918
1191.91,0.30706111,0.027091672,0.94944816
1192,0.22010375,0.023969547,0.94392226
1192.1,0.18809156,0.022647403,0.93840205
1192.2,0.14348882,0.020382879,0.93366906
1192.3,0.1028494,0.019083004,0.93229138
1192.39,0.064839481,0.016206399,0.93091139
1192.49,0.068069059,0.016780385,0.92953272
1192.59,0.057559866,0.01561406,0.90986101
1192.68,0.071108875,0.017182844,0.8899017
1192.78,0.054700787,0.0156966,0.87001256
1192.88,0.076065891,0.017014661,0.84972079
1192.97,0.1307823,0.020150164,0.82932175
1193.07,0.16948701,0.021779173,0.80894323
1193.17,0.22430156,0.024204264,0.81918158
1193.26,0.25508091,0.025376326,0.85134222
1193.36,0.32900293,0.027762926,0.88363331
1193.46,0.38159969,0.029475927,0.8961309
1193.55,0.40332666,0.030150307,0.8764753
1193.65,0.52579743,0.033444184,0.85683929
1193.75,0.55008277,0.03405196,0.84263395
1193.84,0.58651636,0.03495899,0.85333491
1193.94,0.64947551,0.036401143,0.86405246
1194.04,0.6746304,0.03702823,0.87477232
1194.13,0.74208554,0.038511665,0.87539117
1194.23,0.79494969,0.039684476,0.8757489
1194.33,0.79421893,0.039587101,0.876107
1194.42,0.86203951,0.041037325,0.89627139
1194.52,0.98646752,0.04352531,0.91920176
1194.62,0.97318794,0.043246193,0.94210864
1194.72,0.9871619,0.043463661,0.94851319
1194.81,1.0151134,0.044002978,0.94689508
1194.91,1.0315653,0.044319221,0.94528049
1195.01,1.0502852,0.044625853,0.9366775
1195.1,0.9797594,0.043304372,0.92022471
1195.2,0.85049321,0.040736753,0.90378786
1195.3,0.85636361,0.040796422,0.89383878
1195.39,0.85142378,0.040733409,0.90144414
1195.49,0.86125238,0.04091404,0.90906087
1195.59,0.83796133,0.040419782,0.91584893
1195.68,0.82923142,0.040228106,0.91103614
1195.78,0.787698,0.039391559,0.90621587
1195.88,0.80429652,0.039685638,0.90140077
1195.97,0.80696082,0.039761642,0.84917707
1196.07,0.82180788,0.040033618,0.7897065
1196.17,0.836717,0.04036406,0.73014552
1196.26,0.82103311,0.040029912,0.74506354
1196.36,0.78764861,0.039299264,0.79800549
1196.46,0.79368705,0.039423402,0.85102801
1196.55,0.80572092,0.039698021,0.88076309
1196.65,0.81698428,0.039922019,0.88311272
1196.75,0.77498363,0.038975235,0.88546595
1196.84,0.78549761,0.03920961,0.88534944
1196.94,0.75191221,0.038478403,0.87817585
1197.04,0.73625487,0.038145645,0.87099121
1197.14,0.74474918,0.038286916,0.86407341
1197.23,0.79692299,0.039426645,0.8618409
1197.33,0.87228509,0.041000522,0.8596049
1197.43,0.84197035,0.040294113,0.85736831
1197.52,0.79100655,0.039273231,0.86375037
1197.62,0.81885852,0.03984269,0.8715858
1197.72,0.7993921,0.039410331,0.87942304
1197.81,0.77151846,0.038822839,0.88238737
1197.91,0.72707758,0.03777752,0.88271496
1198.01,0.70938547,0.037370693,0.88304308
1198.1,0.61582701,0.035255976,0.87404221
1198.2,0.56825052,0.034121716,0.85361107
1198.3,0.56390559,0.033993064,0.83314891
1198.39,0.43518632,0.030787285,0.81769046
1198.49,0.47609033,0.032475815,0.83235574
1198.59,0.37564245,0.02955856,0.84704357
1198.68,0.327434,0.028263473,0.86175378
1198.78,0.4403193,0.031506962,0.85988254
1198.88,0.40563868,0.029898944,0.85696329
1198.97,0.32178832,0.027113458,0.85405056
1199.07,0.25250873,0.024686508,0.87197732
1199.17,0.26931427,0.025696848,0.89732103
1199.27,0.2467311,0.025272339,0.92267083
1199.36,0.26669851,0.026057728,0.9346609
1199.46,0.28314851,0.026298493,0.9350206
1199.56,0.30581851,0.027257871,0.93538011
1199.65,0.28396461,0.026060977,0.93454972
1199.75,0.27486515,0.025421425,0.93131576
1199.85,0.32068803,0.02695206,0.92808139
1199.94,0.35209185,0.027930985,0.92361242
1200.04,0.34349039,0.027552645,0.91081806
1200.14,0.37025294,0.028560695,0.8980365
1200.23,0.39297858,0.029133889,0.88525186
1200.33,0.41745,0.029968242,0.86996942
1200.43,0.45096838,0.031692972,0.85446571
1200.52,0.48639853,0.033020606,0.83899706
1200.62,0.45899216,0.032128363,0.81989313
1200.72,0.51390878,0.033510119,0.79944184
1200.81,0.53479569,0.034069152,0.77898529
1200.91,0.56757877,0.033975994,0.78297878
1201.01,0.62138471,0.035165557,0.80935444
1201.1,0.6818843,0.0365652,0.83580359
1201.2,0.61405102,0.034982756,0.84702485
1201.3,0.6125363,0.034979625,0.82574594
1201.39,0.54897189,0.033370376,0.804515
1201.49,0.55371829,0.033518089,0.78445685
1201.59,0.49288283,0.031928246,0.77294546
1201.68,0.55691071,0.033577902,0.76141665
1201.78,0.62149599,0.035099441,0.74988484
1201.88,0.6017679,0.03460852,0.69769579
1201.98,0.60381035,0.034675643,0.63602638
1202.07,0.59953165,0.034581117,0.57441894
1202.17,0.56061643,0.033593059,0.59701972
1202.27,0.57791908,0.034005453,0.67327674
1202.36,0.61374212,0.034935494,0.7494573
1202.46,0.63060526,0.035300322,0.79892069
1202.56,0.61104701,0.034792409,0.80915539
1202.65,0.69332562,0.036752288,0.81939271
1202.75,0.65801127,0.035950815,0.82521818
1202.85,0.62130657,0.035071443,0.81401142
1202.94,0.66325438,0.036023413,0.80280178
1203.04,0.60653553,0.034699403,0.79165082
1203.14,0.62971394,0.03521099,0.79363112
1203.23,0.62953061,0.035206352,0.79561431
1203.33,0.50809965,0.032216323,0.79760073
1203.43,0.5832134,0.034062633,0.80594197
1203.52,0.57642225,0.033943566,0.81589602
1203.62,0.61268987,0.034758057,0.82585225
1203.72,0.53254327,0.032763911,0.8325949
1203.81,0.47644329,0.031340581,0.83607373
1203.91,0.42321431,0.029881908,0.83955789
1204.01,0.39600332,0.0290263,0.84221969
1204.11,0.3318913,0.02717111,0.84289201
1204.2,0.33017819,0.027095257,0.84356517
1204.3,0.42485037,0.029920331,0.84456725
1204.4,0.38079218,0.028565959,0.84886918
1204.49,0.4120912,0.029546939,0.85317221
1204.59,0.32339011,0.026828383,0.85747085
1204.69,0.27260689,0.025078757,0.85213725
1204.78,0.24027486,0.023970405,0.84559202
1204.88,0.20829759,0.022692036,0.83902845
1204.98,0.15756401,0.020597389,0.84379841
1205.07,0.10519215,0.017972217,0.85674447
1205.17,0.069482252,0.015574691,0.86967764
1205.27,0.047753411,0.014006905,0.87843659
1205.36,0.030761564,0.012828725,0.88040224
1205.46,0.022265666,0.012274232,0.88237115
1205.56,0.028059775,0.012774703,0.88486224
1205.65,0.02166206,0.011714857,0.88983082
1205.75,0.014870228,0.011579424,0.89480062
1205.85,0.023966068,0.011815682,0.89976537
1205.94,0.032272371,0.013013335,0.87975469
1206.04,0.025896145,0.012229804,0.85912566
1206.14,0.025874638,0.012335684,0.83851731
1206.23,0.061756874,0.015430045,0.76819865
1206.33,0.10413687,0.017775009,0.68327496
1206.43,0.152266,0.020205242,0.5981151
1206.53,0.20008131,0.022089744,0.60694409
1206.62,0.27856116,0.025723913,0.72328994
1206.72,0.34819193,0.028164654,0.83937233
1206.82,0.42747346,0.030704554,0.92429801
1206.91,0.45640315,0.031333605,0.9216979
1207.01,0.49064629,0.031844074,0.91909395
1207.11,0.54326137,0.03297035,0.91617379
1207.2,0.50683325,0.032066922,0.9082924
1207.3,0.57765002,0.033832937,0.90040876
1207.4,0.60356217,0.035383429,0.8925529
1207.49,0.57822037,0.035041404,0.90520393
1207.59,0.53747846,0.033864309,0.92454526
1207.69,0.60453004,0.035573392,0.94384278
1207.78,0.60368251,0.034862201,0.94243035
1207.88,0.63565112,0.035027331,0.92431492
1207.98,0.58523946,0.033788076,0.90612601
1208.07,0.67818444,0.035971296,0.88892058
1208.17,0.69539179,0.036326715,0.87337122
1208.27,0.66295481,0.035615626,0.85783761
1208.36,0.67453776,0.035857576,0.84450593
1208.46,0.74891765,0.037458183,0.84366835
1208.56,0.65094779,0.035617195,0.84282957
1208.65,0.60506953,0.035506829,0.84199033
1208.75,0.61283421,0.035612396,0.86161289
1208.85,0.60528513,0.035091348,0.88506984
1208.95,0.59528775,0.035020126,0.90856198
1209.04,0.63050369,0.035397043,0.90942441
1209.14,0.56900821,0.033364425,0.8977098
1209.24,0.57569464,0.033404112,0.88599245
1209.33,0.65667637,0.035263591,0.88100355
1209.43,0.62448045,0.034565093,0.88468138
1209.53,0.63274106,0.034762138,0.88836483
1209.62,0.70023025,0.03625037,0.89166643
1209.72,0.65341032,0.03522939,0.89242751
1209.82,0.65891031,0.035320751,0.89318754
1209.91,0.60852585,0.034159588,0.89394772
1210.01,0.61865293,0.034364485,0.89001714
1210.11,0.58509428,0.033647316,0.88573553
1210.2,0.62606543,0.034599101,0.88144172
1210.3,0.55056932,0.032741377,0.85457465
1210.4,0.53004046,0.032188026,0.81920311
1210.49,0.60087631,0.033949565,0.78386728
1210.59,0.56717802,0.033148854,0.77549927
1210.69,0.59057702,0.033626173,0.80389455
1210.78,0.55864411,0.032875476,0.83229698
1210.88,0.596995,0.033785585,0.84969102
1210.98,0.57957966,0.033386302,0.82779753
1211.07,0.54878995,0.032671436,0.80584313
1211.17,0.50790276,0.031603287,0.78388319
1211.27,0.57020087,0.033121429,0.79048002
1211.37,0.49790144,0.031334992,0.79975516
1211.46,0.56560789,0.033012303,0.80903264
1211.56,0.50649955,0.031595162,0.80919623
1211.66,0.52929283,0.032138083,0.80567439
1211.75,0.47317432,0.03073381,0.80215168
1211.85,0.46576004,0.030420631,0.8003304
1211.95,0.42322582,0.029333706,0.80015756
1212.04,0.42157645,0.029246555,0.79998429
1212.14,0.42144037,0.029263948,0.8010673
1212.24,0.36551889,0.027574733,0.80704477
1212.33,0.35404557,0.027211394,0.81301631
1212.43,0.3172413,0.025959208,0.81899673
1212.53,0.26968122,0.024416885,0.81273276
1212.62,0.29479639,0.025302311,0.80647502
1212.72,0.2364813,0.023252203,0.80020006
1212.82,0.19195329,0.021500211,0.79557163
1212.91,0.15368687,0.019787765,0.79166982
1213.01,0.12072826,0.018248296,0.78776682
1213.11,0.10940919,0.017533775,0.78830269
1213.2,0.099126753,0.017128748,0.79339731
1213.3,0.090378376,0.016529465,0.7984995
1213.4,0.093401576,0.016564631,0.79606047
1213.5,0.068510514,0.015409636,0.76065651
1213.59,0.11217098,0.01780025,0.72537743
1213.69,0.060052222,0.014196127,0.69000025
1213.79,0.064091316,0.015038519,0.70364858
1213.88,0.073248238,0.015638483,0.71792625
1213.98,0.047553149,0.014108855,0.7322256
1214.08,0.034767596,0.012735585,0.75529938
1214.17,0.018771572,0.011431909,0.78090007
1214.27,0.012928436,0.010685238,0.80647484
1214.37,0.004143595,0.010121326,0.81071842
1214.46,0.025979978,0.012257377,0.7916349
1214.56,0.031634933,0.012474396,0.77257037
1214.66,0.050962785,0.014031123,0.76508339
1214.75,0.086427237,0.01648111,0.7883182
1214.85,0.17363693,0.021424441,0.8115295
1214.95,0.21856267,0.022872727,0.83480534
1215.04,0.20859299,0.022683108,0.77095889
1215.14,0.13615163,0.019125727,0.70443411
1215.24,0.12185586,0.018427903,0.63797646
1215.33,0.11681925,0.018114867,0.62280613
1215.43,0.14185686,0.019233519,0.62326962
1215.53,0.29984024,0.025781927,0.62373386
1215.62,0.58491809,0.034563485,0.62523211
1215.72,0.98902478,0.043041435,0.62794337
1215.82,1.1718245,0.046144469,0.63065533
1215.92,1.8465852,0.056399163,0.66322683
1216.01,2.3117976,0.061175676,0.78144855
1216.11,2.8431491,0.067189454,0.89969948
1216.21,2.994072,0.06881263,1.017831
1216.3,3.1214039,0.070164887,1.0206047
1216.4,2.8630689,0.067423178,1.0175633
1216.5,2.5866292,0.06435672,1.0145168
1216.59,2.4124693,0.062334796,0.96362769
1216.69,2.1087879,0.058593197,0.89680132
1216.79,2.0335547,0.059029007,0.82995817
1216.88,1.777209,0.056057297,0.7837398
1216.98,1.6596291,0.054247748,0.76326766
1217.08,1.5179994,0.052486217,0.74276427
1217.17,1.3383265,0.048481777,0.74076277
1217.27,1.3399684,0.047683428,0.79673436
1217.37,1.0780647,0.043215198,0.85279063
1217.46,1.0387882,0.042556434,0.90893151
1217.56,0.98889457,0.041603563,0.84445864
1217.66,0.84088833,0.038778254,0.77204447
1217.75,0.68005737,0.035426397,0.69961224
1217.85,0.63245463,0.034253259,0.7218122
1217.95,0.53875985,0.032111904,0.79984441
1218.04,0.53220525,0.031964225,0.87789565
1218.14,0.52943829,0.031771814,0.90961051
1218.24,0.55864693,0.032472304,0.87942162
1218.34,0.63640546,0.034393906,0.84922498
1218.43,0.62597943,0.034123511,0.81633337
1218.53,0.60030179,0.033472231,0.76383418
1218.63,0.59583685,0.033413049,0.71138794
1218.72,0.61200325,0.033759812,0.65886256
1218.82,0.62574747,0.034093776,0.72775604
1218.92,0.65091304,0.034643288,0.80711093
1219.01,0.67645011,0.035232836,0.88648562
1219.11,0.67837726,0.035239884,0.92089355
1219.21,0.64041277,0.034359549,0.92718158
1219.3,0.62676121,0.034070643,0.93347921
1219.4,0.67664765,0.0352061,0.93372862
1219.5,0.7162488,0.035997301,0.92531893
1219.59,0.68598366,0.035411962,0.91691785
1219.69,0.6525549,0.034640105,0.90309828
1219.79,0.68584441,0.03541289,0.84425494
1219.88,0.72399296,0.036220997,0.7853969
1219.98,0.7171681,0.036065807,0.72659837
1220.08,0.71553578,0.036020185,0.76094083
1220.17,0.75591495,0.036890712,0.81841943
1220.27,0.63036033,0.034149465,0.87605765
1220.37,0.72172561,0.03616172,0.89856203
1220.46,0.74985715,0.036729017,0.89746907
1220.56,0.67825417,0.035219001,0.89637587
1220.66,0.69058369,0.035473703,0.87600769
1220.76,0.69099983,0.035491485,0.80939494
1220.85,0.71408233,0.035858661,0.74268161
1220.95,0.66438898,0.034888498,0.68050309
1221.05,0.69657069,0.035481399,0.66363754
1221.14,0.69082354,0.035413702,0.64681022
1221.24,0.72546386,0.036232973,0.62991507
1221.34,0.74659932,0.036666789,0.68815788
1221.43,0.8032995,0.037767685,0.76713661
1221.53,0.78055381,0.037384375,0.845936
1221.63,0.7070065,0.03586781,0.86696408
1221.72,0.75179359,0.036731556,0.82512477
1221.82,0.75774921,0.036956409,0.78322231
1221.92,0.71027982,0.035879633,0.74934948
1222.01,0.71077759,0.035950268,0.75428314
1222.11,0.76786183,0.037042649,0.75921171
1222.21,0.75554055,0.036864643,0.76414167
1222.3,0.76124762,0.036962893,0.79158061
1222.4,0.80904387,0.037962399,0.81970499
1222.5,0.76029891,0.036887899,0.84780101
1222.59,0.79107975,0.037591835,0.85763726
1222.69,0.76858997,0.03710989,0.85818485
1222.79,0.8646255,0.039059446,0.85873255
1222.88,0.8403986,0.038687143,0.8298286
1222.98,0.80354369,0.038660147,0.76689964
1223.08,0.77386329,0.038207606,0.7040346
1223.18,0.71107338,0.036721477,0.6606452
1223.27,0.69057346,0.035978142,0.72335002
1223.37,0.57448829,0.032800835,0.78614969
1223.47,0.44357032,0.029288231,0.84888574
1223.56,0.31110916,0.025507637,0.79952893
1223.66,0.26042865,0.02432695,0.73057426
1223.76,0.2935895,0.025814121,0.66177652
1223.85,0.26099387,0.024597044,0.67150179
1223.95,0.27350956,0.025030108,0.74668729
1224.05,0.18619931,0.021530102,0.82198652
1224.14,0.11629141,0.017995439,0.87514802
1224.24,0.1261857,0.018232997,0.88561433
1224.34,0.12806255,0.018508252,0.89606981
1224.43,0.2429159,0.023202842,0.90614236
1224.53,0.35119294,0.026772854,0.90640712
1224.63,0.52225186,0.031462922,0.90667172
1224.72,0.69020252,0.035409368,0.90693656
1224.82,0.78877126,0.037537849,0.90744725
1224.92,0.93953913,0.041120398,0.90804803
1225.01,0.9325742,0.041683279,0.90864979
1225.11,0.8507458,0.040031958,0.9045319
1225.21,0.87846683,0.040542001,0.89616101
1225.3,0.85820066,0.039827431,0.88780934
1225.4,0.79400032,0.03775698,0.87853209
1225.5,0.8438428,0.038642096,0.86599169
1225.6,0.81436674,0.037935757,0.85344839
1225.69,0.83433986,0.038436959,0.84090175
1225.79,0.78214626,0.037430134,0.79987308
1225.89,0.77056048,0.037170367,0.75623591
1225.98,0.86919987,0.039118741,0.71264307
1226.08,0.81058646,0.037915834,0.73345262
1226.18,0.79100856,0.037439461,0.79496102
1226.27,0.82834693,0.038305277,0.8564069
1226.37,0.82124293,0.038161442,0.89982574
1226.47,0.8229357,0.038197233,0.90223835
1226.56,0.80478423,0.037783806,0.9046544
1226.66,0.82466977,0.038203745,0.90625478
1226.76,0.83879325,0.038525112,0.90089738
1226.85,0.79935427,0.037736384,0.89553846
1226.95,0.75690357,0.036792401,0.89017836
1227.05,0.85200578,0.038784331,0.86953894
1227.14,0.77490992,0.037215458,0.84505449
1227.24,0.78705118,0.037507077,0.82053338
1227.34,0.74012447,0.036458965,0.81889347
1227.43,0.76159729,0.036966854,0.84099749
1227.53,0.8227683,0.038191087,0.86307911
1227.63,0.76438687,0.03699291,0.88003163
1227.72,0.77342961,0.037162053,0.87480032
1227.82,0.799813,0.037705069,0.86956096
1227.92,0.81595606,0.038013835,0.86432723
1228.02,0.7708946,0.037102736,0.8467677
1228.11,0.76523999,0.036975238,0.82748666
1228.21,0.73799557,0.036426017,0.80827329
1228.31,0.77948467,0.037230758,0.80175249
1228.4,0.81387171,0.037957438,0.80122533
1228.5,0.72947757,0.036196125,0.800699
1228.6,0.72132734,0.036034197,0.80249951
1228.69,0.70744047,0.035736263,0.8082232
1228.79,0.64687144,0.034419078,0.81396286
1228.89,0.7198286,0.036023921,0.81852943
1228.98,0.71275251,0.03577788,0.80677173
1229.08,0.72606586,0.036148539,0.7950555
1229.18,0.70252258,0.035673571,0.78332146
1229.27,0.69513836,0.035511089,0.75212498
1229.37,0.68804341,0.035308025,0.71481114
1229.47,0.65820967,0.034635642,0.67748813
1229.56,0.64048982,0.034297022,0.65400037
1229.66,0.61622988,0.033736889,0.64706747
1229.76,0.65364187,0.034589331,0.64014155
1229.85,0.5889854,0.033111492,0.63885174
1229.95,0.5711858,0.032675189,0.66918438
1230.05,0.61315615,0.033662841,0.6994861
1230.14,0.58169968,0.032926196,0.72983358
1230.24,0.61011377,0.033635209,0.72376196
1230.34,0.63307938,0.034105226,0.71093617
1230.44,0.59539518,0.033311616,0.69810738
1230.53,0.67746145,0.035140577,0.68086419
1230.63,0.73468684,0.036405423,0.66119382
1230.73,0.7269537,0.036194597,0.64151863
1230.82,0.70750526,0.035813558,0.64047988
1230.92,0.71697627,0.036023811,0.67630323
1231.02,0.78838591,0.037775081,0.71213533
1231.11,0.81346757,0.039166905,0.7468649
1231.21,0.75557414,0.037783248,0.74599713
1231.31,0.8268127,0.039453312,0.74513019
1231.4,0.81295359,0.039035951,0.744263
1231.5,0.72429382,0.03620235,0.7438916
1231.6,0.73330888,0.036344509,0.74370843
1231.69,0.74593198,0.036640691,0.74352521
1231.79,0.7356852,0.036367813,0.74246731
1231.89,0.79052041,0.038428332,0.74018914
1231.98,0.79724333,0.039304942,0.73792183
1232.08,0.73730106,0.037222827,0.73498789
1232.18,0.83316543,0.039295842,0.72697481
1232.27,0.74056347,0.036626522,0.71898017
1232.37,0.7637211,0.036933353,0.71098357
1232.47,0.71275473,0.035842859,0.71169653
1232.56,0.6811096,0.035222936,0.71449517
1232.66,0.74939767,0.036678979,0.71729429
1232.76,0.69189952,0.035461864,0.70827229
1232.86,0.68850161,0.035337347,0.68761751
1232.95,0.69205123,0.035411565,0.66695783
1233.05,0.75872489,0.037619934,0.65129763
1233.15,0.70615892,0.037190607,0.65593939
1233.24,0.75934721,0.038217902,0.66057652
1233.34,0.72799501,0.037314308,0.66522644
1233.44,0.68629811,0.036373753,0.67162193
1233.53,0.70237913,0.035810309,0.67821394
1233.63,0.67189748,0.034979786,0.68481611
1233.73,0.69024575,0.035373315,0.68409828
1233.82,0.66689708,0.034919245,0.67818811
1233.92,0.67704219,0.035119833,0.67227647
1234.02,0.64359524,0.034384762,0.66831709
1234.11,0.69658806,0.035573356,0.66938775
1234.21,0.7136556,0.03593268,0.67045728
1234.31,0.69074282,0.035411391,0.67152704
1234.4,0.73544532,0.036397678,0.66357007
1234.5,0.68392886,0.035300998,0.65535528
1234.6,0.66233598,0.034769307,0.64715925
1234.69,0.63499597,0.034195087,0.6468195
1234.79,0.68068499,0.035179891,0.65038047
1234.89,0.6903739,0.035446826,0.65395142
1234.98,0.67331629,0.03503757,0.6525348
1235.08,0.68034687,0.035153855,0.64234287
1235.18,0.6873361,0.035313555,0.63213564
1235.28,0.68878185,0.035353046,0.62288509
1235.37,0.69818109,0.035542782,0.62921979
1235.47,0.64713105,0.034457517,0.63556393
1235.57,0.65817898,0.034697466,0.64190172
1235.66,0.68098958,0.035193115,0.63697521
1235.76,0.61797469,0.033799841,0.62829532
1235.86,0.61863943,0.033786723,0.61959166
1235.95,0.68244402,0.035282533,0.60590047
1236.05,0.68191265,0.035207451,0.58599598
1236.15,0.65377833,0.034629024,0.56611171
1236.24,0.63211296,0.034172462,0.55165293
1236.34,0.69496322,0.035525496,0.57088691
1236.44,0.64687211,0.034533991,0.59012543
1236.53,0.63921472,0.034316868,0.60939292
1236.63,0.64002296,0.034357436,0.6130372
1236.73,0.66074801,0.034793106,0.6135651
1236.82,0.71273662,0.035922594,0.61409314
1236.92,0.71030979,0.035906776,0.60941374
1237.02,0.65544894,0.034716956,0.60009745
1237.11,0.65084059,0.034614318,0.59076716
1237.21,0.63136406,0.034123312,0.58720378
1237.31,0.62580912,0.034012715,0.6037723
1237.41,0.64395675,0.034362468,0.6203659
1237.5,0.61305351,0.033662287,0.63694243
1237.6,0.56668635,0.032587732,0.64393925
1237.7,0.52738422,0.031606411,0.65009047
1237.79,0.58928851,0.033143804,0.65624286
1237.89,0.49742093,0.03085576,0.66230641
1237.99,0.50177398,0.030986057,0.66831368
1238.08,0.532667,0.031736416,0.67433005
1238.18,0.50092667,0.030982467,0.67734088
1238.28,0.53202347,0.031748447,0.67352236
1238.37,0.59416556,0.033272615,0.66971269
1238.47,0.56197362,0.032492045,0.66590653
1238.57,0.60128093,0.033452569,0.67449082
1238.66,0.68408575,0.035311683,0.68306626
1238.76,0.71480437,0.036039516,0.69166523
1238.86,0.66752261,0.034942753,0.72312757
1238.95,0.66386357,0.034885605,0.76475627
1239.05,0.71499997,0.035981593,0.80634269
1239.15,0.84056589,0.038678417,0.83013552
1239.24,0.85752692,0.039814627,0.82604943
1239.34,0.852855,0.039934037,0.82195761
1239.44,0.83118224,0.039383943,0.81786459
1239.53,0.81663161,0.039257535,0.81323821
1239.63,0.79714202,0.038105212,0.80859372
1239.73,0.8477115,0.038796532,0.80396589
1239.83,0.83429313,0.03850199,0.79877369
1239.92,0.80428897,0.03790592,0.79333201
1240.02,0.88564081,0.040692649,0.78788882
1240.12,0.84571723,0.040118501,0.78431173
1240.21,0.88520829,0.041004125,0.78392035
1240.31,0.85681003,0.040371608,0.78352822
1240.41,0.87779936,0.0398384,0.78303846
1240.5,0.86530904,0.039109761,0.7810718
1240.6,0.83275705,0.038436519,0.77910712
1240.7,0.82304618,0.038276726,0.77714192
1240.79,0.87574196,0.039357546,0.77897335
1240.89,0.85417862,0.03891351,0.78202342
1240.99,0.87230596,0.039273038,0.78507066
1241.08,0.96737891,0.041117868,0.79076493
1241.18,0.94133064,0.040646698,0.79969097
1241.28,0.87214166,0.040246326,0.80860822
1241.37,0.93172046,0.042201328,0.81747193
1241.47,0.86183463,0.040318599,0.82592995
1241.57,0.89491427,0.040693294,0.8343898
1241.66,1.0118624,0.042230695,0.84286244
1241.76,0.97620978,0.041305207,0.85753429
1241.86,0.93876917,0.040601401,0.87447784
1241.95,0.8842578,0.03954926,0.89140399
1242.05,0.85486426,0.038987407,0.90806567
