WAVE,FLUX,ERR,CONT
1142.25,0.63525488,0.045724283,0.98744761
1142.35,0.63790335,0.045503714,0.99138262
1142.44,0.60637313,0.044216115,0.9953187
1142.54,0.67974423,0.045198558,0.99925591
1142.64,0.65170934,0.0443888,1.0031942
1142.73,0.56904894,0.04207091,1.0045517
1142.83,0.58116287,0.042338009,1.002596
1142.93,0.5573686,0.041709786,1.00064
1143.02,0.63828699,0.043968026,0.99868574
1143.12,0.55273831,0.041499834,0.99672807
1143.22,0.65825213,0.044830312,0.99477029
1143.31,0.70897291,0.047721407,0.98617159
1143.41,0.68524153,0.047375235,0.97402512
1143.51,0.64552963,0.045550983,0.96185994
1143.6,0.62609946,0.045210099,0.94970631
1143.7,0.59888005,0.043611074,0.93754944
1143.8,0.58777044,0.042498947,0.92540438
1143.89,0.56734803,0.041848122,0.90160184
1143.99,0.56180623,0.041726977,0.87599628
1144.09,0.53300555,0.040912686,0.85038345
1144.18,0.46621917,0.038724448,0.8247311
1144.28,0.55724406,0.041585819,0.79907148
1144.38,0.50535912,0.039934549,0.77346913
1144.47,0.56205468,0.041720485,0.7711828
1144.57,0.42902261,0.037667301,0.76937906
1144.67,0.54371518,0.041849939,0.76757257
1144.77,0.5217771,0.041861512,0.76576534
1144.86,0.53267773,0.042522473,0.7639578
1144.96,0.56181566,0.042556355,0.76986868
1145.06,0.56911813,0.042131967,0.8075701
1145.15,0.67794785,0.045092144,0.84528214
1145.25,0.74771826,0.046947074,0.88300479
1145.35,0.80453764,0.048466668,0.92069068
1145.44,0.75264123,0.047255681,0.95843439
1145.54,0.85855435,0.050632561,0.98227543
1145.64,0.85279451,0.050665429,0.98596846
1145.73,0.8395046,0.049538,0.98965781
1145.83,0.98021907,0.052770157,0.99335739
1145.93,0.92062686,0.051389164,0.99705328
1146.02,0.85078171,0.049698361,1.0007502
1146.12,0.89296848,0.050834276,1.0014916
1146.22,0.93640039,0.052030784,1.0004528
1146.31,0.93400244,0.052382277,0.99941491
1146.41,0.93350671,0.052764458,0.99837519
1146.51,0.87923675,0.051045491,0.99733563
1146.6,0.87508423,0.050483594,0.99629407
1146.7,0.90180548,0.051100095,0.99338549
1146.8,0.94607456,0.052206427,0.99012004
1146.89,1.0172147,0.053838062,0.98685343
1146.99,1.0289815,0.054021574,0.98358998
1147.09,0.92431312,0.052323203,0.98032173
1147.19,0.91274011,0.05274204,0.9772079
1147.28,1.0194961,0.056270076,0.97687492
1147.38,0.89293723,0.051827631,0.97654342
1147.48,0.95034533,0.05241006,0.97621095
1147.57,0.93750549,0.052141979,0.9758786
1147.67,0.91705514,0.051731259,0.9755465
1147.77,0.942138,0.052187698,0.97538174
1147.86,0.93878973,0.052306002,0.9760661
1147.96,0.9786653,0.053113919,0.97675066
1148.06,0.9640511,0.052906353,0.97743536
1148.15,0.88011372,0.050940102,0.97812118
1148.25,1.0263791,0.054330073,0.97880714
1148.35,0.9333358,0.05213129,0.97908072
1148.44,0.92014028,0.051899197,0.97868788
1148.54,0.98202994,0.053320698,0.97829443
1148.64,0.95366093,0.052632541,0.97790064
1148.73,0.92148957,0.051942124,0.97750673
1148.83,0.99936877,0.053698756,0.97711202
1148.93,1.031708,0.054408811,0.97834977
1149.02,0.92250127,0.051878622,0.98068331
1149.12,1.0435803,0.054664992,0.98302053
1149.22,0.90190676,0.051347399,0.98535532
1149.31,0.94212516,0.052306481,0.98769676
1149.41,0.9320602,0.052525085,0.99003561
1149.51,0.83850653,0.051302063,0.98111731
1149.61,0.86866803,0.05170905,0.96758548
1149.7,0.85465625,0.051562006,0.9540155
1149.8,0.91947933,0.05339023,0.94045874
1149.9,0.85475019,0.050654426,0.92689818
1149.99,0.87438838,0.050744191,0.91335108
1150.09,0.87987395,0.050804768,0.92916662
1150.19,0.91366129,0.052359721,0.94932526
1150.28,0.92174142,0.053779177,0.96948907
1150.38,0.92965442,0.05352189,0.97672083
1150.48,0.90681579,0.053323773,0.981193
1150.57,0.89527843,0.05268038,0.98566046
1150.67,0.73806967,0.047199956,0.9558046
1150.77,0.78256091,0.048206364,0.91297932
1150.86,0.79351756,0.048543823,0.8700337
1150.96,0.81416448,0.048966651,0.87007737
1151.06,0.95455465,0.052292341,0.88609841
1151.15,0.87019397,0.050363424,0.90210389
1151.25,0.88995027,0.05079917,0.92648754
1151.35,0.9258991,0.051479292,0.95577908
1151.44,0.95544911,0.053060326,0.98500463
1151.54,0.89151285,0.052490039,0.99915424
1151.64,0.93461429,0.053755774,0.99994393
1151.73,0.86139536,0.05168505,1.0007346
1151.83,0.8283736,0.050453797,0.99949131
1151.93,0.69867353,0.045772947,0.99555642
1152.03,0.7422198,0.046888798,0.99162555
1152.12,0.80252272,0.048382697,0.98666797
1152.22,0.77081541,0.047548111,0.97967395
1152.32,0.73438275,0.046612014,0.97266918
1152.41,0.70918113,0.045833754,0.95901911
1152.51,0.752255,0.047015018,0.92329137
1152.61,0.68393739,0.045140676,0.88759864
1152.7,0.6551303,0.044274805,0.86157366
1152.8,0.76611245,0.047259955,0.89726229
1152.9,0.81141761,0.048310531,0.93296107
1152.99,0.70750644,0.045669112,0.96406829
1153.09,0.83365022,0.048810873,0.96693509
1153.19,0.85269867,0.049257637,0.96980311
1153.28,0.84231173,0.048979257,0.9717238
1153.38,0.81348451,0.048273766,0.95034188
1153.48,0.79793084,0.047848818,0.92892707
1153.57,0.76520392,0.046983489,0.90756033
1153.67,0.74237381,0.046410123,0.88086333
1153.77,0.74587361,0.046459298,0.8538251
1153.86,0.7473482,0.046433513,0.82677936
1153.96,0.74394947,0.046318211,0.82784296
1154.06,0.75468491,0.046639182,0.83421863
1154.16,0.75191932,0.046507597,0.84060433
1154.25,0.74025227,0.046180789,0.87106677
1154.35,0.70348584,0.045100393,0.91006101
1154.45,0.68536625,0.044639411,0.94906613
1154.54,0.75625493,0.046383811,0.96242284
1154.64,0.7914317,0.047368586,0.96164676
1154.74,0.81064097,0.047704578,0.96087065
1154.83,0.78026749,0.046928926,0.94763865
1154.93,0.75769977,0.046384444,0.92396997
1155.03,0.762063,0.046466546,0.90020515
1155.12,0.72285808,0.045345856,0.88797289
1155.22,0.76403979,0.046470817,0.88997487
1155.32,0.72825286,0.045414525,0.89197499
1155.41,0.77388148,0.046577816,0.90068348
1155.51,0.70379234,0.044815795,0.9220977
1155.61,0.67977705,0.044135372,0.94349053
1155.7,0.64239593,0.043072062,0.9460839
1155.8,0.5768077,0.041075011,0.89073728
1155.9,0.48957293,0.038546401,0.83544498
1155.99,0.40976354,0.035877142,0.79635872
1156.09,0.33409139,0.033094729,0.84999715
1156.19,0.2520576,0.029754751,0.90371846
1156.28,0.20234354,0.027672226,0.95420241
1156.38,0.21742939,0.02810315,0.9396759
1156.48,0.29865891,0.031720803,0.92516383
1156.58,0.43013228,0.036283115,0.91195683
1156.67,0.60925259,0.041776107,0.92192399
1156.77,0.76522075,0.045888135,0.93189393
1156.87,0.81544153,0.047019524,0.94185392
1156.96,0.77682753,0.046189102,0.93905148
1157.06,0.80122903,0.046718069,0.93397765
1157.16,0.81707281,0.047086468,0.92890872
1157.25,0.86353514,0.048170818,0.92697402
1157.35,0.80174503,0.046672328,0.92608072
1157.45,0.82894436,0.04730213,0.92518824
1157.54,0.80879671,0.047107449,0.92368928
1157.64,0.7789775,0.047084701,0.92199646
1157.74,0.70956981,0.045486192,0.9203015
1157.83,0.77694908,0.047184288,0.89011808
1157.93,0.80766395,0.047713966,0.83683369
1158.03,0.71873201,0.045043246,0.78353437
1158.12,0.69859155,0.04395216,0.79156461
1158.22,0.71769887,0.04421325,0.84818926
1158.32,0.72780848,0.04434385,0.90483017
1158.41,0.70446756,0.045179969,0.94028832
1158.51,0.63714414,0.043183548,0.9373287
1158.61,0.47996556,0.038784434,0.93436845
1158.7,0.53031281,0.040502844,0.92747272
1158.8,0.39576955,0.035423122,0.90903875
1158.9,0.33760454,0.032818352,0.89066966
1159,0.26687002,0.02992358,0.87829398
1159.09,0.20180446,0.02716444,0.88320894
1159.19,0.26571595,0.029843968,0.88811853
1159.29,0.31932491,0.031878856,0.8917061
1159.38,0.41338511,0.035232373,0.87318606
1159.48,0.58762916,0.040433632,0.85466093
1159.58,0.68224447,0.043186825,0.83613066
1159.67,0.78121203,0.046823139,0.87365512
1159.77,0.84991557,0.048760337,0.91357145
1159.87,0.78943803,0.046893694,0.95349919
1159.96,0.80070034,0.047084034,0.92998512
1160.06,0.87535521,0.047582494,0.89617854
1160.16,0.92297354,0.048442946,0.86231977
1160.25,0.85765982,0.046987748,0.88083813
1160.35,0.82548588,0.046223597,0.91598477
1160.45,0.84960746,0.046768791,0.95118527
1160.54,0.82343557,0.046054813,0.96074787
1160.64,0.81705296,0.045916822,0.95724152
1160.74,0.90366862,0.04782336,0.95373418
1160.83,0.92142891,0.048218752,0.95790738
1160.93,0.79207736,0.045166269,0.96808128
1161.03,0.83787467,0.046282141,0.97825813
1161.12,0.83936464,0.046280481,0.97408849
1161.22,0.82576397,0.045916005,0.95323276
1161.32,0.79661107,0.045197195,0.93239751
1161.42,0.69224408,0.042608606,0.92344502
1161.51,0.8181545,0.045536035,0.93521014
1161.61,0.81621394,0.045617714,0.94699366
1161.71,0.73860268,0.043648153,0.95182138
1161.8,0.80644274,0.045365992,0.93720329
1161.9,0.81422549,0.045530502,0.92254436
1162,0.76839253,0.04435812,0.91344605
1162.09,0.83934006,0.045980618,0.93192097
1162.19,0.83630661,0.045834178,0.95040095
1162.29,0.84229786,0.045961885,0.96801018
1162.38,0.793567,0.044848931,0.97350258
1162.48,0.79518373,0.044859959,0.97899624
1162.58,0.76549608,0.044043514,0.98449138
1162.67,0.82227324,0.045414334,0.975981
1162.77,0.84646081,0.045949274,0.96697082
1162.87,0.81835184,0.04519785,0.95799199
1162.96,0.79840784,0.04475072,0.90898479
1163.06,0.92374839,0.047607373,0.84777816
1163.16,0.84951334,0.045925966,0.78640012
1163.25,0.87430662,0.046391863,0.80257307
1163.35,0.84988226,0.04580418,0.8573585
1163.45,0.8299393,0.04531749,0.9122279
1163.54,0.93818286,0.047714977,0.91616836
1163.64,0.90368564,0.046962182,0.88115191
1163.74,0.88325915,0.046499908,0.84612588
1163.84,0.91418741,0.047124086,0.84498698
1163.93,0.95066499,0.047915274,0.88255738
1164.03,0.91322763,0.04705028,0.92009089
1164.13,0.87614969,0.046242809,0.93501963
1164.22,0.92307602,0.047237344,0.91127392
1164.32,0.87582343,0.046143561,0.88749178
1164.42,0.9175328,0.047033422,0.86892271
1164.51,0.8447164,0.045392144,0.86439106
1164.61,0.89489677,0.046433326,0.85986402
1164.71,0.80875698,0.044509966,0.85301926
1164.8,0.85828367,0.045490681,0.81467958
1164.9,0.84143949,0.045194512,0.77623249
1165,0.98576965,0.048380821,0.73777505
1165.09,1.2366269,0.053454826,0.79620006
1165.19,1.2593334,0.053864169,0.85774375
1165.29,1.3201481,0.055013963,0.91930438
1165.38,1.6201763,0.060173663,0.89404196
1165.48,1.6354509,0.060457112,0.85560743
1165.58,1.7393145,0.062063632,0.81716223
1165.67,1.8365498,0.063729484,0.79827752
1165.77,1.8009776,0.063814323,0.78529737
1165.87,1.6254398,0.061364838,0.77226461
1165.97,1.4284146,0.057719126,0.80508697
1166.06,1.3045727,0.055400591,0.86020562
1166.16,1.3399425,0.05583258,0.91533942
1166.26,1.5258285,0.058510589,0.94133582
1166.35,1.2654139,0.053724715,0.93408631
1166.45,1.2292982,0.053142314,0.92684405
1166.55,1.1282997,0.052342541,0.8989579
1166.64,1.0537616,0.051554634,0.83604988
1166.74,1.113104,0.052807925,0.77320386
1166.84,1.0900229,0.051972695,0.74074505
1166.93,1.0685615,0.051079746,0.79076547
1167.03,1.0336558,0.049357429,0.84079923
1167.13,0.8462556,0.044874807,0.87690366
1167.22,0.79927997,0.043806806,0.84565085
1167.32,0.76925793,0.043019887,0.81438934
1167.42,0.74764118,0.042458992,0.78311951
1167.51,0.75936021,0.042780447,0.8132689
1167.61,0.71295953,0.041673148,0.84542651
1167.71,0.75549204,0.042588141,0.87759271
1167.8,0.81858415,0.045343827,0.88833981
1167.9,0.83317763,0.045736539,0.89589098
1168,0.86795374,0.046512081,0.90344423
1168.09,0.76579714,0.044259971,0.90359639
1168.19,0.84366621,0.045651109,0.90153711
1168.29,0.7934506,0.043577637,0.89947743
1168.39,0.76314594,0.042733729,0.89349012
1168.48,0.74808725,0.042343692,0.88558027
1168.58,0.77490115,0.042945635,0.87766848
1168.68,0.81559213,0.043895507,0.8500355
1168.77,0.76983615,0.042878076,0.80013878
1168.87,0.74417684,0.042174275,0.75003963
1168.97,0.68223799,0.040629134,0.73924001
1169.06,0.74121398,0.042142652,0.79495855
1169.16,0.70535374,0.041113296,0.85062184
1169.26,0.70915404,0.041215503,0.89199791
1169.35,0.64883977,0.039744443,0.89473742
1169.45,0.66393511,0.040150171,0.89748099
1169.55,0.70371675,0.041010038,0.90015623
1169.64,0.64072117,0.039498798,0.90187233
1169.74,0.72365706,0.041490912,0.90358443
1169.84,0.68247447,0.040498123,0.90529698
1169.93,0.6535722,0.039685093,0.87421871
1170.03,0.66434067,0.040005189,0.84215121
1170.13,0.66469866,0.04003804,0.81003454
1170.22,0.66933859,0.040129449,0.78634819
1170.32,0.70453496,0.041013599,0.76390098
1170.42,0.60990705,0.038603359,0.74144766
1170.51,0.77542459,0.042548106,0.75170811
1170.61,0.69903638,0.040735976,0.7715721
1170.71,0.67051893,0.040008356,0.79141655
1170.8,0.61625575,0.038638755,0.76948579
1170.9,0.6044448,0.038312852,0.71572397
1171,0.50159034,0.035481671,0.66187984
1171.1,0.47732071,0.034774016,0.66612491
1171.19,0.46626997,0.034446235,0.73614901
1171.29,0.32268447,0.02981422,0.80610359
1171.39,0.16320496,0.023247914,0.84128359
1171.48,0.11226151,0.02048924,0.81775897
1171.58,0.14443994,0.022305099,0.79419814
1171.68,0.1052273,0.020071419,0.76868973
1171.77,0.060394844,0.017108202,0.73354037
1171.87,0.072308036,0.018388844,0.69838131
1171.97,0.11683876,0.020809671,0.669039
1172.06,0.12619022,0.021391844,0.71890724
1172.16,0.26885957,0.02787634,0.76866334
1172.26,0.28552677,0.028584231,0.81837036
1172.35,0.39969961,0.032397941,0.81296749
1172.45,0.50285603,0.035499259,0.79904729
1172.55,0.48363077,0.034866766,0.78512321
1172.64,0.52597951,0.03607637,0.76582126
1172.74,0.53189854,0.036240609,0.74486388
1172.84,0.53473495,0.036290625,0.72392719
1172.93,0.53721461,0.036304703,0.73294234
1173.03,0.5298595,0.036142227,0.75671314
1173.13,0.54575924,0.036496616,0.78052038
1173.23,0.57847476,0.037425599,0.78097533
1173.32,0.48598992,0.03477191,0.75462006
1173.42,0.53197776,0.036041365,0.72815779
1173.52,0.49195777,0.034956661,0.71772845
1173.61,0.43822869,0.033376358,0.7348668
1173.71,0.52186688,0.03580055,0.75196651
1173.81,0.45920949,0.033981319,0.76522465
1173.9,0.45294853,0.034022107,0.75906284
1174,0.44765227,0.034338969,0.75288407
1174.1,0.38699375,0.032401762,0.74766579
1174.19,0.37350389,0.032042893,0.75646325
1174.29,0.38426723,0.032239034,0.76526286
1174.39,0.27664196,0.028173424,0.77405387
1174.48,0.30660774,0.02908705,0.75911101
1174.58,0.26947866,0.027810082,0.74044499
1174.68,0.2351186,0.026742517,0.72175026
1174.77,0.2701121,0.028207161,0.66406125
1174.87,0.24189528,0.027340131,0.59412015
1174.97,0.20489885,0.025154217,0.52416041
1175.06,0.20246173,0.025457121,0.50006173
1175.16,0.21127806,0.025447774,0.49894076
1175.26,0.21116746,0.025397999,0.49782236
1175.35,0.1746998,0.023875555,0.49944625
1175.45,0.21515708,0.025467207,0.50426919
1175.55,0.22003273,0.025648454,0.5090874
1175.65,0.25585589,0.027165468,0.51684508
1175.74,0.25209761,0.026860995,0.52973018
1175.84,0.2434165,0.026524305,0.542635
1175.94,0.24257117,0.027095984,0.56179248
1176.03,0.29651172,0.029478922,0.61351074
1176.13,0.28047628,0.028892566,0.66517753
1176.23,0.27177413,0.028503321,0.7166137
1176.32,0.31299257,0.029999347,0.76335936
1176.42,0.37779682,0.031463998,0.81011774
1176.52,0.34577776,0.030070592,0.85694743
1176.61,0.3555084,0.030492132,0.9060705
1176.71,0.38513631,0.031431038,0.95558781
1176.81,0.41807254,0.032228122,1.0051181
1176.9,0.41778779,0.032223523,1.0138389
1177,0.38797208,0.031448482,1.0097796
1177.1,0.49004041,0.034562393,1.0057192
1177.19,0.43226466,0.032890937,0.99718298
1177.29,0.50674464,0.035015792,0.98509025
1177.39,0.50863566,0.035083721,0.97297931
1177.48,0.4850194,0.034425744,0.95977217
1177.58,0.46337422,0.033746335,0.94526214
1177.68,0.46924456,0.033960069,0.93076689
1177.77,0.50380193,0.034861442,0.92182903
1177.87,0.45418319,0.033581923,0.92910029
1177.97,0.44908169,0.033401751,0.93639177
1178.07,0.40411581,0.031979992,0.93797728
1178.16,0.39106035,0.031608473,0.90904665
1178.26,0.41571171,0.032471885,0.88010852
1178.36,0.42874283,0.032828569,0.85116244
1178.45,0.38508046,0.031544439,0.88493998
1178.55,0.33059758,0.029702155,0.92167193
1178.65,0.33699383,0.029950591,0.9583673
1178.74,0.30684009,0.028906239,0.95888861
1178.84,0.25527345,0.027174213,0.95320975
1178.94,0.25733862,0.027268532,0.94752199
1179.03,0.23233932,0.026274663,0.9472853
1179.13,0.21950163,0.025854288,0.94992332
1179.23,0.17675598,0.023836642,0.95255867
1179.32,0.19439419,0.025022147,0.95633683
1179.42,0.18710527,0.024843689,0.96102847
1179.52,0.12144745,0.022141364,0.96573283
1179.61,0.14603404,0.023193133,0.95966841
1179.71,0.12947623,0.022938243,0.93395295
1179.81,0.12932599,0.023362605,0.90823061
1179.9,0.19163983,0.02617208,0.88973775
1180,0.25558199,0.029173884,0.9119898
1180.1,0.41027075,0.034812857,0.93427569
1180.19,0.7294348,0.044235977,0.953257
1180.29,2.6609795,0.075441593,0.91091752
1180.39,20.925505,0.19247778,0.86872685
1180.49,68.510511,0.34134315,0.82636505
1180.58,136.15779,0.47799914,0.8361481
1180.68,241.64161,0.63394283,0.85522526
1180.78,343.5279,0.75438414,0.87428359
1180.87,437.77546,0.85052127,0.89736015
1180.97,499.77532,0.90816153,0.92178859
1181.07,529.57116,0.93441229,0.94622342
1181.16,530.06041,0.93456455,0.93341511
1181.26,506.03802,0.91303896,0.88973029
1181.36,452.70318,0.86371413,0.8459788
1181.45,378.51123,0.79005905,0.81493984
1181.55,291.58949,0.69394455,0.80786826
1181.65,185.89992,0.55543518,0.80080308
1181.74,103.54666,0.41634528,0.80765437
1181.84,47.75819,0.28502314,0.85719562
1181.94,11.730586,0.14529195,0.90681245
1182.03,1.1563661,0.055312114,0.95446342
1182.13,0.53952955,0.041830827,0.95648152
1182.23,0.41720334,0.036418934,0.95850061
1182.32,0.34051166,0.032765812,0.96051975
1182.42,0.32486101,0.03194124,0.94364868
1182.52,0.26749649,0.029256751,0.92563921
1182.61,0.22322411,0.026705285,0.90762483
1182.71,0.24972938,0.027371236,0.83867101
1182.81,0.2125692,0.025653762,0.75196916
1182.91,0.19974687,0.025535948,0.665135
1183,0.23812578,0.027255363,0.66434335
1183.1,0.24290622,0.026995785,0.73666201
1183.2,0.25632024,0.027798169,0.8089085
