WAVE,FLUX,ERR,CONT,Z,Transitions,SplineRanges
1162.1205,1.10514,0.11578527,1.0747996,,,
1162.2188,0.958588,0.11028925,1.0796204,,,
1162.3171,1.09899,0.11549383,1.083524,,,
1162.4153,1.01548,0.11242606,1.0859086,,,
1162.5136,1.07953,0.11486285,1.0882938,,,
1162.6119,0.977344,0.11084341,1.0877676,,,
1162.7102,1.22056,0.12008931,1.081192,,,
1162.8085,1.03578,0.11318576,1.0746146,,,
1162.9067,0.977586,0.11107667,1.0660984,,,
1163.005,1.18334,0.11861434,1.0481323,,,
1163.1033,1.12564,0.11668336,1.0301613,,,
1163.2016,1.04801,0.11374474,1.0155974,,,
1163.2999,1.14332,0.11738828,1.0264319,,,
1163.3981,1.10615,0.11599976,1.0372694,,,
1163.4964,1.08529,0.1151814,1.046779,,,
1163.5947,1.10381,0.11557598,1.0372878,,,
1163.693,1.16806,0.1182414,1.027794,,,
1163.7913,1.11014,0.11595271,1.0185635,,,
1163.8895,1.13551,0.11695273,1.0303785,,,
1163.9878,1.02575,0.11264987,1.0421967,,,
1164.0861,1.25459,0.12102046,1.0540181,,,
1164.1844,1.0374,0.11399591,1.0515567,,,
1164.2827,1.05054,0.11766925,1.0485107,,,
1164.381,1.08569,0.11918752,1.0454639,,,
1164.4792,1.10794,0.11910775,1.0395371,,,
1164.5775,1.07802,0.11752428,1.0333161,,,
1164.6758,0.970249,0.11172939,1.0270934,,,
1164.7741,0.959907,0.10967348,1.0178857,,,
1164.8724,1.06594,0.11358887,1.0077029,,,
1164.9706,1.00798,0.11123531,0.9975174,,,
1165.0689,0.909133,0.10745563,1.0053693,,,
1165.1672,0.878412,0.10613835,1.0209111,,,
1165.2655,0.997113,0.11069236,1.0364571,,,
1165.3638,1.11103,0.1149672,1.0351873,,,
1165.462,1.17367,0.11727424,1.0247887,,,
1165.5603,0.932918,0.10835295,1.0143872,,,
1165.6586,0.977283,0.10995785,1.0066465,,,
