WAVE,FLUX,ERR,CONT,Z,Transitions,SplineRanges
1130.8374,1.18281,0.34474287,0.87781494,,,
1130.9357,0.981151,0.33351693,0.90611162,,,
1131.034,0.904732,0.33192824,0.93441715,,,
1131.1323,0.787164,0.32465282,0.96273154,,,
1131.2306,0.919154,0.33328324,0.97852002,,,
1131.3289,0.809719,0.32568088,0.99072798,,,
1131.4271,0.832199,0.32523751,1.0029397,,,
1131.5254,0.584424,0.3086779,1.0151553,,,
1131.6237,0.932142,0.3288168,1.0273746,,,
1131.722,0.834868,0.32243069,1.0375766,,,
1131.8203,0.903987,0.32631805,1.0386267,,,
1131.9186,1.17748,0.34104051,1.0396771,,,
1132.0169,1.11007,0.33719825,1.0407278,,,
1132.1152,1.11277,0.33675424,1.0417788,,,
1132.2135,1.13349,0.33754936,1.04283,,,
1132.3118,1.01468,0.33051882,1.0432209,,,
1132.4101,1.42508,0.3520015,1.0429062,,,
1132.5084,0.893593,0.32291864,1.0425913,,,
1132.6067,1.05876,0.33198901,1.0422762,,,
1132.705,1.19787,0.33891231,1.0419609,,,
1132.8033,1.01382,0.32903901,1.0416456,,,
1132.9016,1.10588,0.33258973,1.0411402,,,
1132.9999,1.1734,0.33651185,1.0406103,,,
1133.0982,1.09974,0.33196939,1.0400802,,,
1133.1964,1.41936,0.34829392,1.0395499,,,
1133.2947,0.864732,0.3185064,1.0390194,,,
1133.393,1.00774,0.32694021,1.0384076,,,
1133.4913,1.03357,0.32696899,1.0374481,,,
1133.5896,0.910657,0.31953402,1.0364884,,,
1133.6879,1.06559,0.32831778,1.0355283,,,
1133.7862,1.03882,0.32702335,1.0345678,,,
1133.8845,0.855328,0.31511959,1.033607,,,
1133.9828,0.784644,0.31046396,1.0324374,,,
1134.0811,1.37486,0.34283986,1.0310513,,,
1134.1794,1.01127,0.32287625,1.0296647,,,
1134.2777,0.87401,0.31517663,1.0282776,,,
1134.376,0.734725,0.30620073,1.02689,,,
1134.4743,1.40383,0.34252512,1.0255019,,,
1134.5726,1.35525,0.33963958,1.0244503,,,
1134.6709,1.03613,0.32257283,1.0234377,,,
1134.7692,0.903956,0.31446785,1.0224248,,,
1134.8675,1.46347,0.34399169,1.0214115,,,
1134.9657,1.06321,0.32259925,1.0203978,,,
1135.064,1.19042,0.32894205,1.0200268,,,
1135.1623,1.36341,0.33815137,1.0222818,,,
1135.2606,0.780824,0.30569362,1.0245373,,,
1135.3589,0.802844,0.30647996,1.0267936,,,
1135.4572,0.958983,0.31507598,1.0290505,,,
1135.5555,1.28956,0.33193111,1.031308,,,
1135.6538,1.20181,0.32766917,1.032754,,,
1135.7521,1.04344,0.31843308,1.0336588,,,
1135.8504,1.07143,0.32431278,1.0345638,,,
1135.9487,1.25515,0.3421101,1.035469,,,
1136.047,1.2362,0.33819697,1.0363745,,,
1136.1453,1.05761,0.32765675,1.0372802,,,
1136.2436,1.11353,0.32926792,1.0365853,,,
1136.3419,1.04013,0.31587834,1.0357174,,,
1136.4402,1.05623,0.31651183,1.0348492,,,
1136.5385,1.03536,0.31465432,1.0339807,,,
1136.6368,1.16987,0.32223693,1.0331118,,,
1136.735,0.894698,0.30672895,1.0322427,,,
1136.8333,0.919359,0.30760595,1.0313737,,,
1136.9316,0.854445,0.3038657,1.0305043,,,
1137.0299,0.74857,0.29706549,1.0296346,,,
1137.1282,1.11073,0.31729205,1.0287646,,,
1137.2265,1.04443,0.31308781,1.0278942,,,
1137.3248,1.23617,0.32344482,1.0280771,,,
1137.4231,1.08453,0.31487328,1.0289378,,,
1137.5214,1.02649,0.31137138,1.0297986,,,
1137.6197,1.13373,0.31661707,1.0306597,,,
1137.718,1.44699,0.33193394,1.031521,,,
1137.8163,0.811509,0.29824787,1.0323826,,,
1137.9146,1.29312,0.32381313,1.032368,,,
1138.0129,0.728655,0.29250041,1.0322666,,,
1138.1112,0.889971,0.30126896,1.0321652,,,
1138.2095,1.13804,0.31453059,1.0320637,,,
1138.3078,0.908527,0.30165832,1.0319621,,,
1138.4061,0.887184,0.29974,1.0303088,,,
1138.5043,1.09402,0.31091844,1.0229082,,,
1138.6026,1.35838,0.32440823,1.0155052,,,
1138.7009,1.20626,0.31601814,1.0080998,,,
1138.7992,0.881942,0.29761375,1.0006921,,,
1138.8975,0.798078,0.2927059,0.99328204,,,
1138.9958,1.02013,0.30536245,0.97742622,,,
1139.0941,1.05985,0.3063246,0.95358162,,,
1139.1924,1.18825,0.31309931,0.92972956,,,
1139.2907,1.06614,0.30914079,0.90587007,,,
1139.389,1.04517,0.30966615,0.88200312,,,
1139.4873,0.926648,0.3018059,0.85812874,,,
1139.5856,1.1763,0.31561801,0.86145887,,,
1139.6839,0.885357,0.29758729,0.87089927,,,
1139.7822,1.17711,0.31046166,0.88034255,,,
1139.8805,0.989931,0.3009751,0.88978871,,,
1139.9788,0.866804,0.29362945,0.89923776,,,
1140.0771,0.704874,0.28427496,0.90940659,,,
1140.1754,0.851116,0.29215465,0.92493347,,,
1140.2736,1.05427,0.30337236,0.94046512,,,
1140.3719,1.03097,0.30159249,0.95600152,,,
1140.4702,1.1894,0.30940942,0.97154268,,,
1140.5685,1.10195,0.30447433,0.9870886,,,
1140.6668,0.839277,0.29035758,0.99288894,,,
1140.7651,1.06107,0.30222237,0.98978213,,,
1140.8634,0.88906,0.29238561,0.9866743,,,
1140.9617,1.17345,0.30768575,0.98356547,,,
1141.06,1.10962,0.30381832,0.98045562,,,
1141.1583,0.987096,0.29672013,0.97734476,,,
1141.2566,1.06404,0.30106705,0.95663177,,,
1141.3549,0.944357,0.29460174,0.93215215,,,
1141.4532,0.841677,0.28902802,0.90766492,,,
1141.5515,0.92476,0.29328535,0.88317009,,,
1141.6498,1.06236,0.30001359,0.85866764,,,
1141.7481,0.8048,0.28571804,0.84042355,,,
1141.8464,0.60269,0.27441885,0.86539084,,,
1141.9447,0.841302,0.28751085,0.89036579,,,
1142.0429,0.861264,0.28864143,0.91534841,,,
1142.1412,1.09924,0.3013546,0.94033869,,,
1142.2395,0.797526,0.28454463,0.96533664,,,
1142.3378,0.81944,0.28595375,0.98326349,,,
1142.4361,0.920633,0.29132919,0.99173608,,,
1142.5344,0.955863,0.29295981,1.0002112,,,
1142.6327,0.91655,0.29064939,1.0086889,,,
1142.731,1.09577,0.29974891,1.0171692,,,
1142.8293,1.17596,0.30432467,1.0256521,,,
1142.9276,0.855875,0.28565447,1.0269677,,,
1143.0259,0.676653,0.27619226,1.0256408,,,
1143.1242,0.674848,0.27566914,1.0243136,,,
1143.2225,0.793674,0.28262185,1.0229858,,,
1143.3208,0.867902,0.28632119,1.0216576,,,
1143.4191,0.742386,0.27938027,1.0202417,,,
1143.5174,0.723668,0.27799447,1.0161962,,,
1143.6157,1.15868,0.30106093,1.0121494,,,
1143.714,1.01789,0.29383633,1.0081013,,,
1143.8122,0.819737,0.28278829,1.0040519,,,
1143.9105,0.685978,0.27478881,1.0000012,,,
1144.0088,0.999613,0.29262042,0.99109609,,,
1144.1071,1.05206,0.29639708,0.9724888,,,
1144.2054,1.1617,0.3093194,0.95387574,,,
1144.3037,1.03935,0.3032251,0.93525692,,,
1144.402,1.09342,0.30764067,0.91663232,,,
1144.5003,1.00825,0.30204761,0.89800196,,,
1144.5986,0.863489,0.28943542,0.88621572,,,
1144.6969,0.744934,0.2778128,0.88039661,,,
1144.7952,0.603659,0.26933497,0.87457567,,,
1144.8935,0.954505,0.2889502,0.86875289,,,
1144.9918,0.658595,0.27223276,0.86292829,,,
1145.0901,0.700891,0.27412963,0.85710185,,,
1145.1884,0.622036,0.26954785,0.87591126,,,
1145.2867,0.87448,0.28377082,0.89952607,,,
1145.385,0.660244,0.2717178,0.92314809,,,
1145.4833,0.816756,0.28014981,0.9467773,,,
1145.5815,0.725596,0.27477311,0.97041372,,,
1145.6798,1.08003,0.29432952,0.9917013,,,
1145.7781,1.2513,0.30279431,0.99832363,,,
1145.8764,0.880816,0.28310616,1.0049479,,,
1145.9747,0.842706,0.28135459,1.0115742,,,
1146.073,1.00051,0.28985974,1.0182025,,,
1146.1713,1.07976,0.29373646,1.0248327,,,
1146.2696,0.811419,0.27942271,1.0284781,,,
1146.3679,1.16191,0.2980605,1.0283194,,,
1146.4662,1.00578,0.28976733,1.0281605,,,
1146.5645,1.08393,0.29358344,1.0280016,,,
1146.6628,1.31439,0.30550086,1.0278425,,,
1146.7611,1.31242,0.30518816,1.0276833,,,
1146.8594,1.02094,0.29018814,1.0274287,,,
1146.9577,0.984479,0.28789916,1.0271408,,,
1147.056,1.1195,0.29519549,1.0268527,,,
1147.1543,1.2913,0.30367357,1.0265645,,,
1147.2526,0.790939,0.27670841,1.0262762,,,
1147.3508,0.96336,0.28579603,1.0259872,,,
1147.4491,1.16948,0.29672757,1.0256858,,,
1147.5474,1.0679,0.2918938,1.0253843,,,
1147.6457,0.960831,0.2887604,1.0250827,,,
1147.744,1.29135,0.30658662,1.0247809,,,
1147.8423,0.947727,0.28779268,1.0244789,,,
1147.9406,1.34729,0.30933376,1.0238221,,,
1148.0389,1.20234,0.29944047,1.0220697,,,
1148.1372,0.696434,0.27010051,1.0203167,,,
1148.2355,1.077,0.29051292,1.0185632,,,
1148.3338,1.09398,0.29127815,1.016809,,,
1148.4321,1.09793,0.29184666,1.0150543,,,
1148.5304,1.17631,0.29558666,1.0147256,,,
1148.6287,1.28844,0.30084663,1.0155828,,,
1148.727,1.3427,0.30347545,1.0164403,,,
1148.8253,1.37718,0.30464826,1.017298,,,
1148.9236,1.16013,0.29299146,1.0181559,,,
1149.0219,1.25468,0.2976248,1.0190141,,,
1149.1201,1.03103,0.28614845,1.019674,,,
1149.2184,1.14547,0.29198415,1.0202988,,,
1149.3167,0.807027,0.27420069,1.0209236,,,
1149.415,1.12821,0.29166271,1.0215487,,,
1149.5133,1.12601,0.29051046,1.0221738,,,
1149.6116,0.84009,0.27582346,1.0226865,,,
1149.7099,1.1747,0.29367012,1.0210374,,,
1149.8082,1.15908,0.29204962,1.0193878,,,
1149.9065,1.16018,0.29179544,1.0177376,,,
1150.0048,1.1773,0.29256071,1.0160868,,,
1150.1031,1.05862,0.28625733,1.0144355,,,
1150.2014,0.891047,0.27704169,1.012018,,,
1150.2997,0.909754,0.27757278,1.0138011,,,
1150.398,0.888792,0.27710925,1.0155847,,,
1150.4963,0.908264,0.27771406,1.0164593,,,
1150.5946,1.01554,0.28307617,1.0151907,,,
1150.6929,0.962572,0.28058804,1.0139215,,,
1150.7912,0.973716,0.28062356,1.0100239,,,
1150.8894,1.07542,0.28558059,0.99807608,,,
1150.9877,1.05207,0.28399411,0.9861246,,,
1151.086,0.977878,0.27952232,0.97961999,,,
1151.1843,1.03341,0.28284845,0.98613942,,,
1151.2826,1.10304,0.28622094,0.99266077,,,
1151.3809,0.883998,0.27472515,0.99962242,,,
1151.4792,0.952433,0.27778432,1.0079499,,,
1151.5775,0.821825,0.2708008,1.0162798,,,
1151.6758,0.90753,0.27514247,1.0230878,,,
1151.7741,1.24598,0.2925023,1.0234098,,,
1151.8724,1.17866,0.28856328,1.0237319,,,
1151.9707,0.997685,0.27989226,1.0235218,,,
1152.069,1.12503,0.28612659,1.0199663,,,
1152.1673,1.06661,0.28279066,1.0164097,,,
1152.2656,1.06437,0.28267824,1.0132072,,,
1152.3639,1.10994,0.28570793,1.0138005,,,
1152.4622,1.15784,0.29277362,1.014394,,,
1152.5605,0.991141,0.28775651,1.0148998,,,
1152.6587,1.01088,0.28918216,1.0127966,,,
1152.757,1.16862,0.29753147,1.0106928,,,
1152.8553,0.992614,0.28476571,1.0085882,,,
1152.9536,1.1233,0.28657528,1.0105875,,,
1153.0519,0.898355,0.27280338,1.0126677,,,
1153.1502,1.20663,0.28878714,1.0146164,,,
1153.2485,0.896622,0.27273833,1.0122388,,,
1153.3468,1.00073,0.27725787,1.0098605,,,
1153.4451,0.740796,0.2631774,1.0074815,,,
1153.5434,0.940914,0.27428837,1.0046601,,,
1153.6417,0.86656,0.26964049,1.0018273,,,
1153.74,1.01389,0.27774121,0.99899358,,,
1153.8383,0.923312,0.27252497,0.99753604,,,
1153.9366,0.994424,0.27585345,0.99618984,,,
1154.0349,0.970996,0.27442024,0.99484319,,,
1154.1332,0.990317,0.27581069,0.99761652,,,
1154.2315,1.0803,0.28009222,1.0009961,,,
1154.3298,1.00523,0.27604577,1.0043766,,,
1154.428,0.934673,0.27251369,1.0076198,,,
1154.5263,0.955365,0.27343214,1.0108333,,,
1154.6246,1.0116,0.27641854,1.0140478,,,
1154.7229,0.931435,0.27179784,1.0143728,,,
1154.8212,1.00229,0.27527965,1.0138206,,,
1154.9195,1.162,0.28358537,1.0132681,,,
1155.0178,1.07411,0.27885123,1.0109552,,,
1155.1161,1.38163,0.29458814,1.0079369,,,
1155.2144,0.901521,0.26997323,1.0049178,,,
1155.3127,0.743697,0.26154255,1.0037661,,,
1155.411,1.12439,0.28157449,1.0035663,,,
1155.5093,1.19596,0.28576926,1.0033665,,,
1155.6076,1.12192,0.28158344,1.0002161,,,
1155.7059,1.35703,0.2932513,0.99517338,,,
1155.8042,1.18974,0.28622464,0.9901291,,,
1155.9025,0.96895,0.27673759,0.97432822,,,
1156.0008,1.07495,0.28360001,0.94994735,,,
1156.0991,1.18628,0.29007476,0.9255591,,,
1156.1973,1.04371,0.28123817,0.92599696,,,
1156.2956,0.802871,0.26722568,0.95081249,,,
1156.3939,0.898968,0.2701404,0.97563545,,,
1156.4922,1.28584,0.28937751,0.99273249,,,
1156.5905,1.03375,0.27688713,1.0004451,,,
1156.6888,1.06896,0.27921251,1.00816,,,
1156.7871,1.0464,0.27765204,1.012361,,,
1156.8854,1.01094,0.27574663,1.0130712,,,
1156.9837,0.792705,0.26402952,1.0137816,,,
1157.082,0.825104,0.26573365,1.0143793,,,
1157.1803,0.929378,0.2714037,1.0147647,,,
1157.2786,1.14485,0.28243592,1.0151501,,,
1157.3769,0.8377,0.26633773,1.0151898,,,
1157.4752,0.854308,0.2676595,1.0143987,,,
1157.5735,0.870295,0.26775917,1.0136074,,,
1157.6718,0.650388,0.2559951,1.0093274,,,
1157.7701,1.04482,0.27738057,0.99839388,,,
1157.8684,1.06087,0.27825855,0.98745705,,,
1157.9666,0.880813,0.26816738,0.97277658,,,
1158.0649,0.454008,0.24487322,0.94205929,,,
1158.1632,1.06759,0.27799181,0.91133273,,,
1158.2615,1.15287,0.2830793,0.89505255,,,
1158.3598,0.936983,0.2717488,0.9247304,,,
1158.4581,1.02745,0.27669944,0.9544171,,,
1158.5564,0.975569,0.27397611,0.98243202,,,
1158.6547,1.28498,0.28965808,0.99223023,,,
1158.753,1.19477,0.28546893,1.0020313,,,
1158.8513,1.01573,0.27647999,1.0114466,,,
1158.9496,1.1228,0.28209843,1.0088897,,,
1159.0479,1.12505,0.28252672,1.006332,,,
1159.1462,1.28546,0.29029925,1.0040814,,,
1159.2445,1.12893,0.28248795,1.0052989,,,
1159.3428,0.970931,0.27444317,1.0065167,,,
1159.4411,1.0096,0.2765788,1.0077348,,,
1159.5394,1.2646,0.28992202,1.0047184,,,
1159.6377,1.18825,0.28620361,1.0013659,,,
1159.7359,0.808297,0.26596883,0.99801248,,,
1159.8342,1.00716,0.27713504,1.0019672,,,
1159.9325,1.049,0.27941029,1.0069678,,,
1160.0308,1.23047,0.28867885,1.0119698,,,
1160.1291,1.25312,0.29012584,1.0110624,,,
1160.2274,0.890883,0.27100093,1.0088741,,,
1160.3257,0.977973,0.27615888,1.0066852,,,
1160.424,1.23152,0.28915134,1.0083337,,,
1160.5223,1.10367,0.28304501,1.0111361,,,
1160.6206,1.04951,0.27966162,1.0139393,,,
1160.7189,0.877831,0.27499281,1.0169456,,,
1160.8172,1.24763,0.30020945,1.0200326,,,
1160.9155,1.01098,0.28712079,1.0231205,,,
1161.0138,0.915341,0.28087972,1.0241011,,,
1161.1121,1.06582,0.28791852,1.024016,,,
1161.2104,1.23805,0.29411603,1.0239308,,,
1161.3087,0.90177,0.27330828,1.0222812,,,
1161.407,1.19544,0.28837644,1.0196409,,,
1161.5052,0.994574,0.27830961,1.0169997,,,
1161.6035,0.996971,0.27906564,1.0164658,,,
1161.7018,0.925274,0.27460822,1.0175918,,,
1161.8001,1.05607,0.28197421,1.0187181,,,
1161.8984,1.2419,0.2911899,1.01897,,,
1161.9967,0.917091,0.27522547,1.0183696,,,
1162.095,1.24299,0.292524,1.017769,,,
1162.1933,1.02332,0.28077932,1.0182679,,,
1162.2916,0.929942,0.27579653,1.0200859,,,
1162.3899,1.03993,0.28138412,1.0219043,,,
1162.4882,1.08965,0.2836511,1.0233871,,,
1162.5865,0.796636,0.26834007,1.0243693,,,
1162.6848,1.12652,0.2864679,1.0253518,,,
1162.7831,1.21468,0.29077737,1.0249202,,,
1162.8814,1.30266,0.29498937,1.0218609,,,
1162.9797,1.09625,0.28427848,1.0188007,,,
1163.078,0.989482,0.27859222,1.0145183,,,
1163.1763,0.775184,0.26751874,1.0051964,,,
1163.2745,1.0124,0.2798209,0.99587165,,,
1163.3728,1.28697,0.2936477,0.98858509,,,
1163.4711,0.978749,0.27805871,0.9934922,,,
