WAVE,FLUX,ERR,CONT,Z,Transition,SplineRanges
1276.8015,0.931034,0.08165505,0.96776016,,,
1276.8997,0.967366,0.082778318,0.95347668,,,
1276.998,1.0255,0.084547379,0.95895042,,,
1277.0962,0.883646,0.080012525,0.97324643,,,
1277.1944,1.04607,0.085054731,0.98754429,,,
1277.2926,0.964929,0.082712647,0.99562323,,,
1277.3908,0.958508,0.082653385,0.99116836,,,
1277.489,1.11313,0.087234537,0.9867129,,,
1277.5872,0.982404,0.083295143,0.98225684,,,
1277.6854,1.07607,0.086174991,0.98682845,,,
1277.7836,1.02538,0.084704942,0.99166054,,,
1277.8819,0.870085,0.079599471,0.99649324,,,
1277.9801,1.09122,0.086604274,0.9979244,,,
1278.0783,1.02179,0.084623591,0.99719053,,,
1278.1765,1.11581,0.08737634,0.99645656,,,
1278.2747,0.977651,0.083145324,0.99596787,,,
1278.3729,0.941992,0.082254346,0.99620972,,,
1278.4711,0.992678,0.083667837,0.99645158,,,
1278.5693,1.03177,0.084823867,0.99669347,,,
1278.6675,0.972986,0.083128316,0.95465758,,,
1278.7657,1.01598,0.0845441,0.90748466,,,
1278.864,1.02156,0.084675671,0.86030559,,,
1278.9622,1.04315,0.085356,0.85378736,,,
1279.0604,0.93219,0.081845533,0.90141446,,,
1279.1586,0.993306,0.083728179,0.94904773,,,
1279.2568,1.03197,0.084849743,0.99330087,,,
1279.355,1.00497,0.085788976,0.9920526,,,
1279.4532,0.972081,0.087599736,0.99080416,,,
1279.5514,0.990315,0.087725824,0.98955554,,,
1279.6496,1.01382,0.089565183,0.9868954,,,
1279.7479,0.956944,0.087322768,0.98365727,,,
1279.8461,0.996523,0.084652577,0.9804187,,,
1279.9443,0.912548,0.081122953,0.98016332,,,
1280.0425,0.897788,0.080993401,0.98548154,,,
1280.1407,0.80423,0.077824603,0.99080044,,,
1280.2389,0.912514,0.081462397,0.99612001,,,
1280.3371,0.93973,0.082274374,0.99584979,,,
1280.4353,0.872297,0.080202375,0.99551741,,,
1280.5335,0.90499,0.081278949,0.99518497,,,
1280.6318,1.0403,0.085412071,0.99599629,,,
1280.73,1.10451,0.087453256,0.9974814,,,
1280.8282,0.974682,0.083482619,0.99896669,,,
1280.9264,1.00307,0.084486432,0.99916756,,,
1281.0246,0.928082,0.08222201,0.99293765,,,
1281.1228,0.931729,0.082305089,0.98670692,,,
1281.221,1.02231,0.085128944,0.98047536,,,
1281.3192,1.04921,0.085980228,0.97274927,,,
1281.4174,0.941732,0.082608881,0.96466452,,,
1281.5157,1.09208,0.087052245,0.95657872,,,
1281.6139,1.0686,0.086505165,0.95631986,,,
1281.7121,0.913765,0.081711296,0.96573935,,,
1281.8103,1.14046,0.088646683,0.97516004,,,
1281.9085,0.977105,0.08376854,0.98352092,,,
1282.0067,1.24249,0.091509319,0.98064229,,,
1282.1049,1.362,0.094576063,0.97776327,,,
1282.2031,1.61378,0.10108242,0.97488387,,,
1282.3013,2.31382,0.11663475,0.97808972,,,
1282.3995,2.86414,0.12736934,0.98358615,,,
1282.4978,3.48974,0.13826993,0.98908328,,,
1282.596,3.62941,0.14059664,0.99278646,,,
1282.6942,3.89984,0.14499626,0.99151204,,,
1282.7924,4.02427,0.14701709,0.99023744,,,
1282.8906,4.08902,0.14807465,0.98896267,,,
1282.9888,3.63963,0.14096882,0.98736448,,,
1283.087,3.51024,0.13884764,0.98573177,,,
1283.1852,2.87272,0.12775808,0.98409884,,,
1283.2834,2.13253,0.11300777,0.97403852,,,
1283.3817,1.64944,0.10215149,0.95692418,,,
1283.4799,1.30685,0.093409327,0.93980762,,,
1283.5781,0.924822,0.082363474,0.92710626,,,
1283.6763,0.96011,0.083484365,0.93406038,,,
1283.7745,0.985046,0.084317107,0.94101538,,,
1283.8727,0.952685,0.083230528,0.94797126,,,
1283.9709,0.778497,0.077774428,0.92966119,,,
1284.0691,0.99314,0.086065782,0.90161485,,,
1284.1673,0.901196,0.083958814,0.87356488,,,
1284.2656,0.905523,0.084226525,0.86796286,,,
1284.3638,0.791767,0.080773635,0.90189132,,,
1284.462,0.687721,0.07534937,0.93582414,,,
1284.5602,0.727851,0.075990302,0.96972277,,,
1284.6584,0.696642,0.074820173,0.97456642,,,
1284.7566,0.779979,0.077554228,0.97941067,,,
1284.8548,1.15134,0.089229849,0.98425554,,,
1284.953,1.69571,0.10332783,0.98427331,,,
1285.0512,2.17692,0.11422811,0.98017391,,,
1285.1495,2.69078,0.12451255,0.97607397,,,
1285.2477,3.48827,0.13876791,0.97300597,,,
1285.3459,3.55228,0.13987033,0.97463931,,,
1285.4441,3.70816,0.14252364,0.97627285,,,
1285.5423,3.72354,0.14269889,0.97790658,,,
1285.6405,3.26944,0.13508943,0.97160547,,,
1285.7387,2.75078,0.1500581,0.96355157,,,
1285.8369,2.18404,0.14524837,0.95549661,,,
1285.9351,2.09231,0.12402922,0.95244427,,,
1286.0334,1.75539,0.10501338,0.95838233,,,
1286.1316,1.59663,0.10114182,0.96432114,,,
1286.2298,1.55,0.10014177,0.9702607,,,
1286.328,1.82575,0.10674478,0.96719101,,,
1286.4262,1.87041,0.107863,0.96410186,,,
1286.5244,2.04181,0.1115376,0.9610123,,,
1286.6226,1.85919,0.10753606,0.96429964,,,
1286.7208,1.89561,0.10846599,0.97122213,,,
1286.819,1.67505,0.10329783,0.97814549,,,
1286.9172,1.71688,0.10427079,0.9839426,,,
1287.0155,1.52796,0.099800065,0.98444066,,,
1287.1137,1.17525,0.090229557,0.98493878,,,
1287.2119,1.14871,0.089418088,0.98543694,,,
1287.3101,1.04947,0.086512062,0.96764601,,,
1287.4083,1.02037,0.08568324,0.94572072,,,
1287.5065,0.992923,0.085572326,0.92379261,,,
1287.6047,1.09229,0.091150464,0.91954456,,,
1287.7029,0.877416,0.084571127,0.93649465,,,
1287.8011,0.958027,0.087793468,0.9534469,,,
1287.8994,0.973447,0.088529579,0.97040131,,,
1287.9976,0.940507,0.084290312,0.95841058,,,
1288.0958,0.921541,0.082675384,0.94622049,,,
1288.194,1.00059,0.085327106,0.93402882,,,
1288.2922,0.985767,0.084873486,0.9390552,,,
1288.3904,0.969846,0.084399843,0.95404309,,,
1288.4886,1.00577,0.085523449,0.96903288,,,
1288.5868,0.837227,0.080163866,0.97911928,,,
1288.685,1.03718,0.086450963,0.97611897,,,
1288.7833,0.94191,0.083606196,0.97311825,,,
1288.8815,0.973929,0.084668276,0.97011713,,,
1288.9797,0.941587,0.083469154,0.95882044,,,
1289.0779,1.00902,0.085684985,0.94558951,,,
1289.1761,1.04981,0.090963212,0.93235688,,,
1289.2743,1.06965,0.13732752,0.93104717,,,
1289.3725,0.916568,0.13315582,0.94423234,,,
1289.4707,1.02361,0.088975181,0.95741917,,,
1289.5689,0.986284,0.08509279,0.97060768,,,
1289.6672,0.906922,0.082504057,0.97069814,,,
1289.7654,0.905512,0.082483789,0.97065332,,,
1289.8636,0.98166,0.084858443,0.97060848,,,
1289.9618,1.00115,0.085576584,0.97113496,,,
1290.06,0.887792,0.081877695,0.97199869,,,
1290.1582,0.882369,0.081598261,0.97286252,,,
1290.2564,0.890858,0.082053034,0.97327428,,,
1290.3546,0.930294,0.08316841,0.97245846,,,
1290.4528,0.9614,0.084207335,0.97164252,,,
1290.5511,0.949326,0.083800318,0.97082647,,,
1290.6493,1.0329,0.086462671,0.96342169,,,
1290.7475,0.878115,0.081445555,0.95444627,,,
1290.8457,0.945669,0.083716109,0.94546968,,,
1290.9439,0.989495,0.085150778,0.92670693,,,
1291.0421,0.999395,0.085505481,0.89582054,,,
1291.1403,0.760471,0.077669154,0.86493021,,,
1291.2385,0.891764,0.082099911,0.83403593,,,
1291.3367,0.8759,0.081489223,0.84334288,,,
1291.4349,0.864546,0.081253458,0.8532591,,,
1291.5332,0.949087,0.084044623,0.86317658,,,
1291.6314,0.869411,0.081314139,0.88473303,,,
1291.7296,0.930301,0.083193063,0.91326245,,,
1291.8278,0.898741,0.08213387,0.94179549,,,
1291.926,0.860797,0.081177655,0.96490149,,,
1292.0242,0.981613,0.08491762,0.96004002,,,
1292.1224,0.934221,0.08352352,0.95517792,,,
1292.2206,1.0119,0.086511868,0.95031519,,,
1292.3188,1.0143,0.087942825,0.95474588,,,
1292.4171,1.01902,0.088282595,0.96145842,,,
1292.5153,1.01289,0.088427472,0.9681718,,,
1292.6135,1.04704,0.090287973,0.97227569,,,
1292.7117,1.03686,0.088920988,0.97134273,,,
1292.8099,1.05974,0.087681468,0.97040963,,,
1292.9081,1.03543,0.086764479,0.96947639,,,
1293.0063,0.955357,0.084318214,0.94638927,,,
1293.1045,0.94506,0.083918211,0.92285683,,,
1293.2027,0.932612,0.083379218,0.89932139,,,
1293.301,0.888882,0.081979886,0.89793355,,,
1293.3992,0.837348,0.080375058,0.91708932,,,
1293.4974,0.938179,0.083731952,0.9362475,,,
1293.5956,0.894633,0.08235585,0.95170874,,,
1293.6938,0.930186,0.083432615,0.94762749,,,
1293.792,0.746727,0.077372846,0.94354571,,,
1293.8902,0.91796,0.082956694,0.9394634,,,
1293.9884,1.0243,0.086243397,0.9406238,,,
1294.0866,0.950363,0.08415148,0.94407106,,,
1294.1849,1.00279,0.085741716,0.94751874,,,
1294.2831,0.821819,0.080001082,0.91568641,,,
1294.3813,0.709002,0.07592082,0.81433054,,,
1294.4795,0.840709,0.080471241,0.7129618,,,
1294.5777,0.641552,0.073462113,0.61158021,,,
1294.6759,0.73774,0.07705381,0.68876635,,,
1294.7741,0.765578,0.078062224,0.79145936,,,
1294.8723,0.718533,0.076356547,0.89416536,,,
1294.9705,0.945896,0.08392521,0.94454572,,,
1295.0688,0.944897,0.083886863,0.94547269,,,
1295.167,0.906507,0.082901236,0.94639976,,,
1295.2652,0.945411,0.084072413,0.94736959,,,
1295.3634,0.941357,0.083998478,0.94910833,,,
1295.4616,0.989256,0.085238704,0.95084728,,,
1295.5598,0.763751,0.077904017,0.95258644,,,
1295.658,0.867955,0.081410365,0.9450407,,,
1295.7562,0.871879,0.083220355,0.9333784,,,
1295.8544,0.990626,0.088598476,0.9217146,,,
1295.9526,0.76615,0.080954175,0.90296673,,,
1296.0509,0.785393,0.082350063,0.86051187,,,
1296.1491,0.76485,0.082478721,0.81805163,,,
1296.2473,0.810224,0.081828718,0.77558601,,,
1296.3455,0.915628,0.08327545,0.78482581,,,
1296.4437,0.60835,0.072463089,0.80964752,,,
1296.5419,0.775138,0.078399871,0.83447235,,,
1296.6401,0.717449,0.076362417,0.86072926,,,
1296.7383,0.728526,0.076930842,0.88905613,,,
1296.8365,0.676297,0.074875222,0.91738656,,,
1296.9348,0.71245,0.076117456,0.94572056,,,
1297.033,0.788125,0.07882286,0.9493333,,,
1297.1312,0.803566,0.079312857,0.95156841,,,
1297.2294,0.84443,0.080765888,0.9538038,,,
1297.3276,0.840434,0.080722042,0.9517908,,,
1297.4258,0.779017,0.078535006,0.94525449,,,
1297.524,0.85939,0.081337297,0.93871735,,,
1297.6222,0.823169,0.080009614,0.93354417,,,
1297.7204,0.911729,0.083001229,0.93795032,,,
1297.8187,0.906876,0.082917732,0.94235702,,,
1297.9169,0.890751,0.08236196,0.94676426,,,
1298.0151,0.859365,0.081276464,0.95020037,,,
1298.1133,0.850629,0.081115707,0.95314323,,,
1298.2115,0.897583,0.08245202,0.95608644,,,
1298.3097,0.841638,0.080686108,0.9523537,,,
1298.4079,0.741055,0.077242876,0.93320358,,,
1298.5061,0.769926,0.078274439,0.91405103,,,
1298.6043,0.679132,0.075151836,0.89489606,,,
1298.7026,0.700495,0.075909487,0.80511412,,,
1298.8008,0.608939,0.072426834,0.70192883,,,
1298.899,0.591833,0.071721362,0.59873054,,,
1298.9972,0.586462,0.071542342,0.57807192,,,
1299.0954,0.722269,0.076589,0.6926721,,,
1299.1936,0.676562,0.075071163,0.80728669,,,
1299.2918,0.829065,0.080387396,0.91995287,,,
1299.39,0.770696,0.078400532,0.92619043,,,
1299.4882,0.885809,0.082278869,0.93242876,,,
1299.5864,0.855397,0.081297014,0.93866787,,,
1299.6847,0.913484,0.083235673,0.94171163,,,
1299.7829,0.868966,0.081759217,0.94220866,,,
1299.8811,0.96099,0.084625629,0.94270573,,,
1299.9793,0.841057,0.080879729,0.94227384,,,
1300.0775,0.915944,0.083316802,0.93298357,,,
1300.1757,0.831386,0.080571859,0.92369212,,,
1300.2739,0.977788,0.085271216,0.91439949,,,
1300.3721,0.837824,0.080704596,0.91472279,,,
1300.4703,0.834759,0.081200001,0.91853133,,,
1300.5686,0.899535,0.08510018,0.92234033,,,
1300.6668,0.839895,0.08351544,0.92428921,,,
1300.765,0.816704,0.082730414,0.92126875,,,
1300.8632,0.731866,0.079461126,0.91824791,,,
1300.9614,0.674884,0.075419652,0.91522667,,,
1301.0596,0.676318,0.075213766,0.91940302,,,
1301.1578,0.692297,0.075822134,0.92525929,,,
1301.256,0.680658,0.07532436,0.93111629,,,
1301.3542,0.710992,0.076354094,0.93672628,,,
1301.4525,0.596773,0.072233333,0.94187534,,,
1301.5507,0.699635,0.075982379,0.94702502,,,
1301.6489,0.773777,0.078628547,0.95217534,,,
1301.7471,0.789752,0.079202783,0.95390782,,,
1301.8453,0.774315,0.078548943,0.95560013,,,
1301.9435,0.782631,0.078978334,0.95729264,,,
1302.0417,0.762289,0.078264426,0.95784928,,,
1302.1399,0.85186,0.081297609,0.95738516,,,
1302.2381,0.885369,0.08231744,0.95692098,,,
1302.3364,0.957325,0.084591349,0.95647099,,,
1302.4346,0.899341,0.082524002,0.95622568,,,
1302.5328,0.898538,0.082833273,0.92904952,,,
1302.631,0.93032,0.083599981,0.92904952,,,
1302.7292,0.850051,0.081238209,0.92904952,,,
1302.8274,0.986023,0.085592634,0.92904952,,,
1302.9256,0.835599,0.080813949,0.92904952,,,
1303.0238,0.751701,0.077870925,0.92904952,,,
1303.122,0.748977,0.077830727,0.92904952,,,
1303.2203,0.671685,0.075029388,0.92904952,,,
1303.3185,0.703163,0.076288126,0.92904952,,,
1303.4167,0.608386,0.072747336,0.92904952,,,
1303.5149,0.545951,0.070356906,0.92904952,,,
1303.6131,0.540645,0.070145274,0.92904952,,,
1303.7113,0.70617,0.076324232,0.92904952,,,
1303.8095,0.656948,0.074592783,0.92904952,,,
1303.9077,0.656924,0.074583606,0.92904952,,,
1304.0059,0.838515,0.08250312,0.92904952,,,
1304.1041,0.840529,0.085540739,0.92904952,,,
1304.2024,0.849393,0.085588326,0.92904952,,,
1304.3006,0.829074,0.08499942,0.95194299,,,
1304.3988,0.906117,0.086602204,0.94864866,,,
1304.497,0.850139,0.081586892,0.94423143,,,
1304.5952,0.899778,0.082945946,0.93981365,,,
1304.6934,0.868556,0.081917182,0.93568841,,,
1304.7916,0.959443,0.084758753,0.93955847,,,
1304.8898,0.859459,0.081550522,0.943429,,,
1304.988,0.878964,0.082289943,0.94729999,,,
1305.0863,0.887222,0.082544168,0.93473157,,,
1305.1845,1.00671,0.086393985,0.90988625,,,
1305.2827,0.936606,0.084201969,0.88503782,,,
1305.3809,0.972263,0.085335328,0.86496367,,,
1305.4791,0.893087,0.082916797,0.88317507,,,
1305.5773,0.904699,0.083285696,0.90138872,,,
1305.6755,0.987165,0.085697299,0.91960462,,,
1305.7737,0.860971,0.081851342,0.90916181,,,
1305.8719,0.961181,0.085104813,0.88323965,,,
1305.9702,0.907083,0.083367377,0.85731425,,,
1306.0684,0.894001,0.082943418,0.84282375,,,
1306.1666,0.948956,0.084699219,0.87822213,,,
1306.2648,0.983721,0.085789541,0.91362489,,,
1306.363,0.969518,0.085378469,0.94903205,,,
1306.4612,1.16638,0.09123572,0.95463644,,,
1306.5594,0.925902,0.084005846,0.953999,,,
1306.6576,0.949046,0.084780381,0.95336148,,,
1306.7558,0.847559,0.081556597,0.95344866,,,
1306.8541,0.967123,0.085427841,0.95479549,,,
1306.9523,0.960045,0.08520899,0.95614248,,,
1307.0505,0.940348,0.084662646,0.95748963,,,
1307.1487,0.940323,0.084651321,0.94321791,,,
1307.2469,0.891507,0.08302851,0.92725539,,,
1307.3451,1.02451,0.087119693,0.91129088,,,
1307.4433,0.943929,0.084668551,0.90915593,,,
1307.5415,0.96585,0.085350372,0.9245665,,,
1307.6397,1.01994,0.086976333,0.93997898,,,
1307.738,1.05919,0.088111138,0.95539335,,,
1307.8362,1.00712,0.086503958,0.95603131,,,
1307.9344,1.04151,0.087698153,0.95635597,,,
1308.0326,0.947606,0.084870712,0.95668067,,,
1308.1308,1.01033,0.086727631,0.95557356,,,
1308.229,0.970493,0.085575521,0.95313201,,,
1308.3272,0.921867,0.084108479,0.95069014,,,
1308.4254,0.981245,0.085979858,0.9469085,,,
1308.5236,0.966796,0.08546281,0.92002752,,,
1308.6218,0.90275,0.083472916,0.8931432,,,
1308.7201,0.891679,0.084397293,0.86625553,,,
1308.8183,1.15465,0.093871572,0.87173056,,,
1308.9165,1.01856,0.089754645,0.89940134,,,
1309.0147,0.99348,0.08929656,0.92707553,,,
1309.1129,0.938882,0.086728382,0.94746873,,,
1309.2111,0.912478,0.084208308,0.94395771,,,
1309.3093,0.890089,0.083392556,0.94044625,,,
1309.4075,0.919353,0.084285247,0.93693433,,,
1309.5057,1.14197,0.091010354,0.93778438,,,
1309.604,0.926431,0.084552892,0.93993236,,,
1309.7022,1.07744,0.089181585,0.9420806,,,
1309.8004,0.962547,0.085766994,0.93933856,,,
1309.8986,1.01561,0.087421719,0.92566554,,,
1309.9968,1.04753,0.088271226,0.91199082,,,
1310.095,1.00809,0.087275126,0.8983144,,,
1310.1932,1.05805,0.088636376,0.90981734,,,
1310.2914,0.93696,0.084732921,0.9258518,,,
1310.3896,1.01092,0.087131435,0.94188824,,,
1310.4879,0.978677,0.086153185,0.95176063,,,
1310.5861,1.02398,0.087537877,0.95182322,,,
1310.6843,1.04109,0.088112751,0.95188581,,,
1310.7825,0.99289,0.086552758,0.9519484,,,
1310.8807,1.00076,0.086777323,0.94396287,,,
1310.9789,0.951861,0.085350911,0.93530596,,,
1311.0771,0.98892,0.086575444,0.92664797,,,
1311.1753,1.05429,0.088579702,0.92281856,,,
1311.2735,0.967241,0.086071466,0.92462403,,,
1311.3718,0.993302,0.086935486,0.92642971,,,
1311.47,0.992999,0.086767353,0.92823653,,,
1311.5682,1.05354,0.088622792,0.91690517,,,
1311.6664,1.013,0.08743798,0.9055724,,,
1311.7646,1.02261,0.087702734,0.89423822,,,
1311.8628,0.997192,0.086871392,0.89750936,,,
1311.961,0.957129,0.085719647,0.91337072,,,
1312.0592,0.924922,0.08476524,0.92923403,,,
1312.1574,0.943843,0.085410091,0.94224026,,,
1312.2557,0.952547,0.087903748,0.92023934,,,
1312.3539,0.935689,0.089145105,0.89823569,,,
1312.4521,1.00967,0.091263258,0.87622932,,,
1312.5503,0.959278,0.089985476,0.88144569,,,
1312.6485,0.955542,0.087622718,0.90378567,,,
1312.7467,0.898713,0.08388029,0.92612839,,,
1312.8449,0.818316,0.081124397,0.94526501,,,
1312.9431,0.951936,0.085664838,0.94654563,,,
1313.0413,0.84679,0.08222264,0.9478264,,,
1313.1395,0.957991,0.085682979,0.94910731,,,
1313.2378,0.961304,0.08583542,0.94944502,,,
1313.336,0.924802,0.084618302,0.94935789,,,
1313.4342,1.10087,0.09002658,0.94927075,,,
1313.5324,0.944028,0.08531659,0.94925693,,,
1313.6306,0.90808,0.084009073,0.94949161,,,
1313.7288,0.923822,0.084781754,0.94972632,,,
1313.827,0.94755,0.085549906,0.94996104,,,
1313.9252,0.951348,0.085532268,0.94964986,,,
1314.0234,0.723472,0.078041516,0.94917215,,,
1314.1217,0.588131,0.072979512,0.94869436,,,
1314.2199,0.520939,0.070397205,0.94536541,,,
1314.3181,0.310608,0.060878709,0.93553016,,,
1314.4163,0.161591,0.052632529,0.92569368,,,
1314.5145,0.0913859,0.04823991,0.91585598,,,
1314.6127,0.0819737,0.047627987,0.92076933,,,
1314.7109,0.133579,0.050932704,0.92845415,,,
1314.8091,0.161554,0.052573608,0.9361399,,,
1314.9073,0.229934,0.056440729,0.94188059,,,
1315.0056,0.349418,0.062507552,0.94257698,,,
1315.1038,0.392869,0.064676258,0.94327344,,,
1315.202,0.521176,0.070087409,0.94396997,,,
1315.3002,0.632968,0.074716709,0.94159349,,,
1315.3984,0.680262,0.076214325,0.9385273,,,
1315.4966,0.708806,0.077438521,0.93546072,,,
1315.5948,0.771725,0.079615662,0.93295462,,,
1315.693,0.802673,0.080565994,0.931472,,,
1315.7912,0.755324,0.079120359,0.92998919,,,
1315.8895,0.743767,0.07852118,0.92850618,,,
1315.9877,0.760033,0.079291494,0.92324719,,,
1316.0859,0.818308,0.081229122,0.91753203,,,
